label,N,support,f1_baseline,f1_floor21,f1_gated,fp_baseline,fp_floor21,fp_gated
xho_Latn,100000,58,0.9344262295081966,0.9193548387096775,0.9119999999999999,7,9,10
xsm_Latn,24468,59,0.9830508474576272,0.9747899159663865,0.9747899159663865,1,2,2
yad_Latn,16726,55,0.9814814814814815,0.9814814814814815,0.9719626168224299,0,0,0
yao_Latn,100000,52,0.9902912621359222,0.9902912621359222,0.9902912621359222,0,0,0
yap_Latn,100000,58,0.9913043478260869,1.0,1.0,0,0,0
ydd_Hebr,38324,59,1.0,1.0,1.0,0,0,0
yor_Latn,100000,57,0.9344262295081968,0.9119999999999999,0.8976377952755905,8,11,13
yrk_Cyrl,1902,55,0.9719626168224299,0.9622641509433962,0.9523809523809523,0,0,0
yua_Latn,100000,59,0.9830508474576272,0.9833333333333333,0.9672131147540983,1,2,4
yue_Hani,100000,59,0.923076923076923,0.923076923076923,0.923076923076923,4,4,4
zam_Latn,17797,60,0.03278688524590164,0.03278688524590164,0.0,0,0,0
zdj_Latn,1573,50,0.99009900990099,1.0,0.9690721649484536,1,0,0
zgh_Tfng,2897,61,0.9009009009009009,0.9009009009009009,0.9009009009009009,0,0,0
zul_Latn,100000,58,0.9243697478991596,0.9243697478991596,0.9243697478991596,6,6,6
zyb_Latn,13305,57,1.0,1.0,1.0,0,0,0
