lang,N,row_treatment,gate_on,rule_clause,floor_unmod,floor_assigned,seen_rescale,target_lang,floor_gap_shift
aln_Latn,62542,unmod,False,head_unmod,-18.760038,,0.0,als_Latn,0.0
alp_Latn,17561,floor21,True,else_floor21_gate,-17.502201,-21.0,0.0,mas_Latn,-3.0269319999999986
alq_Latn,17867,floor21,True,else_floor21_gate,-17.813599,-21.0,0.0,ojb_Latn,-2.758852000000001
als_Latn,100000,unmod,False,head_unmod,-19.228251,,0.0,,
alt_Cyrl,84843,unmod,False,head_unmod,-18.738039,,0.0,tyv_Cyrl,0.0
aly_Latn,6317,floor21,True,else_floor21_gate,-16.611387,-21.0,0.0,aer_Latn,0.0
alz_Latn,92770,unmod,False,head_unmod,-18.517265,,0.0,luo_Latn,0.0
ame_Latn,34032,unmod,False,head_unmod,-18.38138,,0.0,ast_Latn,0.0
amf_Latn,13325,floor21,True,else_floor21_gate,-17.216448,-21.0,0.0,gmv_Latn,-3.116505
amh_Ethi,100000,unmod,False,head_unmod,-19.360592,,0.0,,
ami_Latn,87543,unmod,False,head_unmod,-18.39925,,0.0,pag_Latn,0.0
amk_Latn,17696,floor21,True,else_floor21_gate,-17.651409,-21.0,0.0,jav_Latn,-1.835878000000001
amm_Latn,24436,unmod,False,head_unmod,-18.0242,,0.0,swh_Latn,0.0
amn_Latn,37915,unmod,False,head_unmod,-18.316412,,0.0,swh_Latn,0.0
amp_Latn,30724,unmod,False,head_unmod,-18.428467,,0.0,jav_Latn,0.0
amr_Latn,23701,unmod,False,head_unmod,-18.141531,,0.0,bjn_Latn,0.0
amu_Latn,17900,floor21,True,else_floor21_gate,-17.783415,-21.0,0.0,mto_Latn,-2.7885890000000018
amx_Latn,1656,floor21,True,else_floor21_gate,-15.376759,-21.0,0.0,aly_Latn,0.0
ang_Latn,490,floor21,True,else_floor21_gate,-14.03382,-21.0,0.0,non_Latn,0.0
anm_Latn,30734,unmod,False,head_unmod,-18.059292,,0.0,tcz_Latn,0.0
ann_Latn,22124,unmod,False,head_unmod,-17.886438,,0.0,efi_Latn,0.0
anp_Deva,4499,floor21,True,else_floor21_gate,-16.72168,-21.0,0.0,hin_Deva,-1.9932000000000016
anv_Latn,17797,floor21,True,else_floor21_gate,-17.691168,-21.0,0.0,ken_Latn,0.0
any_Latn,11974,floor21,True,else_floor21_gate,-17.214334,-21.0,0.0,aha_Latn,0.0
aoi_Latn,3242,floor21,True,else_floor21_gate,-16.363787,-21.0,0.0,tel_Latn,0.0
aoj_Latn,55040,unmod,False,head_unmod,-18.865307,,0.0,swh_Latn,0.0
aom_Latn,17715,floor21,True,else_floor21_gate,-17.88286,-21.0,0.0,mcq_Latn,-2.921976000000001
aoz_Latn,13501,floor21,True,else_floor21_gate,-17.049114,-21.0,0.0,aaz_Latn,-2.9849469999999982
apb_Latn,10888,floor21,True,else_floor21_gate,-17.257126,-21.0,0.0,aia_Latn,0.0
apc_Arab,79058,unmod,False,head_unmod,-18.575903,,0.0,ary_Arab,0.0
ape_Latn,59332,unmod,False,head_unmod,-19.097435,,0.0,swh_Latn,0.0
apn_Latn,16297,floor21,True,else_floor21_gate,-18.015736,-21.0,0.0,txu_Latn,0.0
apr_Latn,24377,unmod,False,head_unmod,-18.061625,,0.0,sun_Latn,0.0
apt_Latn,11049,floor21,True,else_floor21_gate,-16.936026,-21.0,0.0,fuv_Latn,-3.190923999999999
apu_Latn,11186,floor21,True,else_floor21_gate,-17.23982,-21.0,0.0,apy_Latn,-2.609328999999999
apw_Latn,11058,floor21,True,else_floor21_gate,-17.294798,-21.0,0.0,nav_Latn,-1.9648420000000009
apy_Latn,36974,unmod,False,head_unmod,-18.390671,,0.0,gug_Latn,0.0
apz_Latn,24230,unmod,False,head_unmod,-18.263559,,0.0,kck_Latn,0.0
aqz_Latn,271,floor21,True,else_floor21_gate,-13.293484,-21.0,0.0,max_Latn,0.0
arb_Arab,100000,unmod,False,head_unmod,-19.622101,,0.0,,
arb_Latn,847,floor21,True,else_floor21_gate,-14.814315,-21.0,0.0,snd_Latn,0.0
arc_Syrc,410,floor21,True,else_floor21_gate,-14.470094,-21.0,0.0,syc_Syrc,0.0
are_Latn,6673,floor21,True,else_floor21_gate,-16.563807,-21.0,0.0,dhm_Latn,0.0
arg_Latn,25914,unmod,False,head_unmod,-17.570059,,0.0,ast_Latn,0.0
arl_Latn,24447,unmod,False,head_unmod,-18.185345,,0.0,cni_Latn,0.0
arn_Latn,100000,unmod,False,head_unmod,-18.803537,,0.0,,
arp_Latn,1963,floor21,True,else_floor21_gate,-15.353279,-21.0,0.0,guj_Latn,0.0
arq_Arab,2712,floor21,True,else_floor21_gate,-15.009097,-21.0,0.0,ary_Arab,-1.9093669999999996
arr_Latn,572,floor21,True,else_floor21_gate,-13.467237,-21.0,0.0,eme_Latn,0.0
ars_Arab,18539,unmod,False,head_unmod,-17.121805,,0.0,apc_Arab,0.0
ary_Arab,100000,unmod,False,head_unmod,-19.090633,,0.0,,
arz_Arab,100000,unmod,False,head_unmod,-19.249737,,0.0,,
asg_Latn,17719,floor21,True,else_floor21_gate,-17.535938,-21.0,0.0,hau_Latn,-1.9948119999999996
asm_Beng,100000,unmod,False,head_unmod,-19.368677,,0.0,,
asm_Latn,455,floor21,True,else_floor21_gate,-14.088663,-21.0,0.0,ben_Latn,0.0
aso_Latn,23837,unmod,False,head_unmod,-18.242403,,0.0,gah_Latn,0.0
ast_Latn,100000,unmod,False,head_unmod,-19.111513,,0.0,,
ata_Latn,27005,unmod,False,head_unmod,-18.099943,,0.0,leu_Latn,0.0
atb_Latn,25098,unmod,False,head_unmod,-18.067621,,0.0,kac_Latn,0.0
atd_Latn,17597,floor21,True,else_floor21_gate,-17.660482,-21.0,0.0,pag_Latn,-2.417759
atg_Latn,17802,floor21,True,else_floor21_gate,-17.531336,-21.0,0.0,iso_Latn,-2.333424000000001
ati_Latn,10154,floor21,True,else_floor21_gate,-16.57065,-21.0,0.0,daf_Latn,0.0
atj_Latn,1662,floor21,True,else_floor21_gate,-15.961538,-21.0,0.0,avk_Latn,0.0
atq_Latn,6661,floor21,True,else_floor21_gate,-16.632185,-21.0,0.0,ptu_Latn,0.0
att_Latn,17829,floor21,True,else_floor21_gate,-17.723026,-21.0,0.0,ibg_Latn,-2.616237999999999
auc_Latn,17817,floor21,True,else_floor21_gate,-18.030027,-21.0,0.0,lij_Latn,-2.7329599999999985
aui_Latn,4581,floor21,True,else_floor21_gate,-16.184521,-21.0,0.0,pwg_Latn,-3.2369249999999994
auy_Latn,24037,unmod,False,head_unmod,-18.030403,,0.0,kze_Latn,0.0
ava_Cyrl,17634,floor21,True,else_floor21_gate,-17.694725,-21.0,0.0,tab_Cyrl,0.0
avk_Latn,3056,floor21,True,else_floor21_gate,-14.549497,-21.0,0.0,gos_Latn,0.0
avn_Latn,11063,floor21,True,else_floor21_gate,-17.0676,-21.0,0.0,bov_Latn,0.0
avt_Latn,24340,unmod,False,head_unmod,-17.946411,,0.0,bjn_Latn,0.0
avu_Latn,17019,floor21,True,else_floor21_gate,-18.153187,-21.0,0.0,bss_Latn,0.0
awa_Deva,18700,unmod,False,head_unmod,-17.643902,,0.0,bho_Deva,0.0
awb_Latn,24529,unmod,False,head_unmod,-18.043005,,0.0,usa_Latn,0.0
awi_Latn,6621,floor21,True,else_floor21_gate,-16.440725,-21.0,0.0,jav_Latn,-1.835878000000001
awx_Latn,4174,floor21,True,else_floor21_gate,-16.100014,-21.0,0.0,iou_Latn,-2.6652510000000014
ayo_Latn,6717,floor21,True,else_floor21_gate,-16.88719,-21.0,0.0,ext_Latn,0.0
ayp_Arab,6764,floor21,True,else_floor21_gate,-16.594242,-21.0,0.0,aeb_Arab,-3.2110179999999993
ayr_Latn,100000,unmod,False,head_unmod,-18.858994,,0.0,,
azb_Arab,100000,unmod,False,head_unmod,-19.59342,,0.0,,
azg_Latn,17785,floor21,True,else_floor21_gate,-17.865852,-21.0,0.0,amu_Latn,0.0
azj_Cyrl,26412,unmod,False,head_unmod,-17.978266,,0.0,uig_Cyrl,0.0
azj_Latn,100000,unmod,False,head_unmod,-19.125771,,0.0,,
azz_Latn,17799,floor21,True,else_floor21_gate,-17.863333,-21.0,0.0,nhw_Latn,0.0
bak_Cyrl,100000,unmod,False,head_unmod,-18.942577,,0.0,,
bal_Arab,39095,unmod,False,head_unmod,-18.666275,,0.0,urd_Arab,0.0
bam_Latn,18697,unmod,False,head_unmod,-17.28097,,0.0,dyu_Latn,0.0
ban_Latn,41792,unmod,False,head_unmod,-18.26424,,0.0,jav_Latn,0.0
bao_Latn,17847,floor21,True,else_floor21_gate,-17.614439,-21.0,0.0,tuo_Latn,-2.7265610000000002
bar_Latn,100000,unmod,False,head_unmod,-19.146883,,0.0,,
bas_Latn,100000,unmod,False,head_unmod,-18.595903,,0.0,,
bav_Latn,17825,floor21,True,else_floor21_gate,-17.608828,-21.0,0.0,mcp_Latn,-3.1954920000000016
bba_Latn,84918,unmod,False,head_unmod,-18.945402,,0.0,dyu_Latn,0.0
bbb_Latn,21471,unmod,False,head_unmod,-17.930862,,0.0,nvm_Latn,0.0
bbc_Latn,100000,unmod,False,head_unmod,-18.566048,,0.0,,
bbj_Latn,11052,floor21,True,else_floor21_gate,-16.96143,-21.0,0.0,nnw_Latn,0.0
bbk_Latn,4286,floor21,True,else_floor21_gate,-16.323816,-21.0,0.0,bmv_Latn,0.0
bbo_Latn,6704,floor21,True,else_floor21_gate,-16.315704,-21.0,0.0,bwq_Latn,0.0
bbr_Latn,23818,unmod,False,head_unmod,-17.912186,,0.0,teo_Latn,0.0
bch_Latn,22386,unmod,False,head_unmod,-17.780315,,0.0,mak_Latn,0.0
bci_Latn,100000,unmod,False,head_unmod,-18.640453,,0.0,,
bcl_Latn,100000,unmod,False,head_unmod,-18.446106,,0.0,,
bco_Latn,3937,floor21,True,else_floor21_gate,-16.260256,-21.0,0.0,gos_Latn,0.0
bcw_Latn,17698,floor21,True,else_floor21_gate,-17.841076,-21.0,0.0,gde_Latn,0.0
bdd_Latn,30992,unmod,False,head_unmod,-18.085224,,0.0,dob_Latn,0.0
bdh_Latn,12360,floor21,True,else_floor21_gate,-17.431343,-21.0,0.0,tar_Latn,-3.0575660000000013
bdq_Latn,4240,floor21,True,else_floor21_gate,-16.322395,-21.0,0.0,jra_Latn,-3.260615999999999
bea_Latn,1152,floor21,True,else_floor21_gate,-14.795857,-21.0,0.0,lwg_Latn,0.0
bef_Latn,24278,unmod,False,head_unmod,-18.048788,,0.0,kyg_Latn,0.0
bel_Cyrl,100000,unmod,False,head_unmod,-19.032549,,0.0,,
bem_Latn,100000,unmod,False,head_unmod,-18.576488,,0.0,,
ben_Beng,100000,unmod,False,head_unmod,-19.381445,,0.0,,
ben_Latn,3910,floor21,True,else_floor21_gate,-15.715764,-21.0,0.0,mar_Latn,0.0
beq_Latn,11039,floor21,True,else_floor21_gate,-16.856434,-21.0,0.0,ldi_Latn,-3.0899719999999995
bew_Latn,16291,floor21,True,else_floor21_gate,-18.524382,-21.0,0.0,ind_Latn,-2.069883000000001
bex_Latn,22281,unmod,False,head_unmod,-17.777662,,0.0,kck_Latn,0.0
bfd_Latn,17820,floor21,True,else_floor21_gate,-17.795605,-21.0,0.0,bav_Latn,0.0
bfo_Latn,13446,floor21,True,else_floor21_gate,-17.207872,-21.0,0.0,dgi_Latn,0.0
bgr_Latn,17611,floor21,True,else_floor21_gate,-17.348087,-21.0,0.0,cfm_Latn,-2.050412999999999
bgs_Latn,19527,unmod,False,head_unmod,-17.574524,,0.0,pam_Latn,0.0
bgt_Latn,10924,floor21,True,else_floor21_gate,-17.096634,-21.0,0.0,nlg_Latn,0.0
bgz_Latn,13364,floor21,True,else_floor21_gate,-17.214855,-21.0,0.0,blz_Latn,0.0
bhg_Latn,7106,floor21,True,else_floor21_gate,-16.610769,-21.0,0.0,nou_Latn,-2.9174879999999987
bhl_Latn,27070,unmod,False,head_unmod,-18.256809,,0.0,fai_Latn,0.0
bho_Deva,55844,unmod,False,head_unmod,-18.662739,,0.0,hin_Deva,0.0
bhp_Latn,8035,floor21,True,else_floor21_gate,-16.707603,-21.0,0.0,bug_Latn,0.0
bhw_Latn,96876,unmod,False,head_unmod,-18.63209,,0.0,ind_Latn,0.0
bhz_Latn,6727,floor21,True,else_floor21_gate,-16.588146,-21.0,0.0,npy_Latn,0.0
bib_Latn,17804,floor21,True,else_floor21_gate,-17.532921,-21.0,0.0,xsm_Latn,-3.013425999999999
big_Latn,24303,unmod,False,head_unmod,-18.072784,,0.0,jav_Latn,0.0
bim_Latn,60084,unmod,False,head_unmod,-18.589487,,0.0,gur_Latn,0.0
bin_Latn,100000,unmod,False,head_unmod,-18.644663,,0.0,,
bis_Latn,100000,unmod,False,head_unmod,-18.453302,,0.0,,
biu_Latn,11038,floor21,True,else_floor21_gate,-16.905912,-21.0,0.0,hra_Latn,-3.1220360000000014
biv_Latn,17791,floor21,True,else_floor21_gate,-17.365095,-21.0,0.0,bib_Latn,0.0
bjn_Arab,6110,floor21,True,else_floor21_gate,-16.766596,-21.0,0.0,ars_Arab,-3.8781950000000016
bjn_Latn,27655,unmod,False,head_unmod,-17.697897,,0.0,ind_Latn,0.0
bjp_Latn,3587,floor21,True,else_floor21_gate,-15.813592,-21.0,0.0,ben_Latn,0.0
bjr_Latn,26849,unmod,False,head_unmod,-18.431261,,0.0,tar_Latn,0.0
bjv_Latn,28868,unmod,False,head_unmod,-18.057449,,0.0,sba_Latn,0.0
bkd_Latn,17628,floor21,True,else_floor21_gate,-17.350376,-21.0,0.0,hil_Latn,-2.6143210000000003
bkl_Latn,6670,floor21,True,else_floor21_gate,-16.941629,-21.0,0.0,knc_Latn,0.0
bkq_Latn,17510,floor21,True,else_floor21_gate,-17.891384,-21.0,0.0,lij_Latn,-2.7329599999999985
bku_Latn,13480,floor21,True,else_floor21_gate,-17.205606,-21.0,0.0,bnj_Latn,0.0
bkv_Latn,13494,floor21,True,else_floor21_gate,-17.25069,-21.0,0.0,bam_Latn,-3.71903
bla_Latn,1048,floor21,True,else_floor21_gate,-14.909539,-21.0,0.0,pcd_Latn,0.0
blh_Latn,6716,floor21,True,else_floor21_gate,-16.738794,-21.0,0.0,gej_Latn,0.0
blk_Mymr,26251,unmod,False,head_unmod,-18.671762,,0.0,mya_Mymr,0.0
blt_Latn,6684,floor21,True,else_floor21_gate,-16.832056,-21.0,0.0,vie_Latn,-1.6481460000000006
blw_Latn,17130,floor21,True,else_floor21_gate,-17.645828,-21.0,0.0,ebk_Latn,0.0
blz_Latn,17821,floor21,True,else_floor21_gate,-17.492069,-21.0,0.0,mak_Latn,-2.5944770000000013
bmh_Latn,23801,unmod,False,head_unmod,-17.936951,,0.0,eus_Latn,0.0
bmk_Latn,1657,floor21,True,else_floor21_gate,-15.116868,-21.0,0.0,pwg_Latn,-3.2369249999999994
bmq_Latn,13524,floor21,True,else_floor21_gate,-17.011621,-21.0,0.0,bam_Latn,-3.71903
bmr_Latn,17771,floor21,True,else_floor21_gate,-17.569309,-21.0,0.0,huu_Latn,-3.131022999999999
bmu_Latn,27341,unmod,False,head_unmod,-18.266939,,0.0,bjn_Latn,0.0
bmv_Latn,11017,floor21,True,else_floor21_gate,-17.195024,-21.0,0.0,bfd_Latn,0.0
bnj_Latn,13502,floor21,True,else_floor21_gate,-17.258093,-21.0,0.0,sun_Latn,-1.6745829999999984
bno_Latn,4263,floor21,True,else_floor21_gate,-16.225803,-21.0,0.0,hil_Latn,-2.6143210000000003
bnp_Latn,35503,unmod,False,head_unmod,-18.054333,,0.0,agw_Latn,0.0
boa_Latn,17164,floor21,True,else_floor21_gate,-17.772137,-21.0,0.0,gug_Latn,-2.2391450000000006
bod_Tibt,45476,unmod,False,head_unmod,-18.798719,,0.0,,
boj_Latn,41261,unmod,False,head_unmod,-18.542866,,0.0,fur_Latn,0.0
bom_Latn,11082,floor21,True,else_floor21_gate,-17.091637,-21.0,0.0,bam_Latn,-3.71903
bon_Latn,24452,unmod,False,head_unmod,-18.035761,,0.0,vro_Latn,0.0
bor_Latn,156,floor21,True,else_floor21_gate,-13.224175,-21.0,0.0,tzl_Latn,0.0
bov_Latn,17729,floor21,True,else_floor21_gate,-17.495752,-21.0,0.0,snw_Latn,0.0
box_Latn,17668,floor21,True,else_floor21_gate,-17.745625,-21.0,0.0,bqc_Latn,-2.5603939999999987
bpr_Latn,17724,floor21,True,else_floor21_gate,-17.331909,-21.0,0.0,bjn_Latn,-3.302102999999999
bps_Latn,17697,floor21,True,else_floor21_gate,-17.41292,-21.0,0.0,bpr_Latn,0.0
bpy_Beng,25498,unmod,False,head_unmod,-17.509491,,0.0,ben_Beng,0.0
bqc_Latn,56840,unmod,False,head_unmod,-18.439606,,0.0,kpe_Latn,0.0
bqj_Latn,11034,floor21,True,else_floor21_gate,-17.035292,-21.0,0.0,dyo_Latn,0.0
bqp_Latn,13480,floor21,True,else_floor21_gate,-17.008591,-21.0,0.0,bus_Latn,-3.4689179999999986
bre_Latn,33378,unmod,False,head_unmod,-17.843637,,0.0,sco_Latn,0.0
brh_Arab,11614,floor21,True,else_floor21_gate,-18.016048,-21.0,0.0,pnb_Arab,-1.9293419999999983
bru_Latn,17733,floor21,True,else_floor21_gate,-17.714838,-21.0,0.0,vie_Latn,-1.6481460000000006
brx_Deva,3440,floor21,True,else_floor21_gate,-15.932666,-21.0,0.0,doi_Deva,0.0
brx_Latn,374,floor21,True,else_floor21_gate,-14.073633,-21.0,0.0,kas_Latn,0.0
bsc_Latn,11055,floor21,True,else_floor21_gate,-17.111034,-21.0,0.0,fuv_Latn,-3.190923999999999
bsn_Latn,16998,floor21,True,else_floor21_gate,-17.825108,-21.0,0.0,myy_Latn,0.0
bsp_Latn,7698,floor21,True,else_floor21_gate,-16.646261,-21.0,0.0,tem_Latn,0.0
bsq_Latn,3179,floor21,True,else_floor21_gate,-15.446067,-21.0,0.0,ife_Latn,0.0
bss_Latn,17773,floor21,True,else_floor21_gate,-17.81459,-21.0,0.0,anv_Latn,0.0
btd_Latn,14730,floor21,True,else_floor21_gate,-17.233656,-21.0,0.0,btx_Latn,-2.459071999999999
bth_Latn,10993,floor21,True,else_floor21_gate,-16.851545,-21.0,0.0,bjn_Latn,-3.302102999999999
bts_Latn,40284,unmod,False,head_unmod,-18.305672,,0.0,bbc_Latn,0.0
btt_Latn,13406,floor21,True,else_floor21_gate,-17.313051,-21.0,0.0,bkv_Latn,0.0
btx_Latn,100000,unmod,False,head_unmod,-18.540928,,0.0,,
bud_Latn,13483,floor21,True,else_floor21_gate,-17.262339,-21.0,0.0,xon_Latn,-3.2900220000000004
bug_Latn,14761,floor21,True,else_floor21_gate,-17.559504,-21.0,0.0,mak_Latn,-2.5944770000000013
buk_Latn,24072,unmod,False,head_unmod,-17.926464,,0.0,ldi_Latn,0.0
bul_Cyrl,100000,unmod,False,head_unmod,-19.258125,,0.0,,
bum_Latn,100000,unmod,False,head_unmod,-18.753843,,0.0,,
bus_Latn,23216,unmod,False,head_unmod,-17.531082,,0.0,bqc_Latn,0.0
bvc_Latn,6694,floor21,True,else_floor21_gate,-16.609533,-21.0,0.0,far_Latn,0.0
bvd_Latn,4273,floor21,True,else_floor21_gate,-16.257046,-21.0,0.0,bvc_Latn,0.0
bvr_Latn,17732,floor21,True,else_floor21_gate,-17.911339,-21.0,0.0,bjn_Latn,-3.302102999999999
bvz_Latn,12855,floor21,True,else_floor21_gate,-17.958397,-21.0,0.0,ile_Latn,0.0
bwd_Latn,3872,floor21,True,else_floor21_gate,-15.979526,-21.0,0.0,viv_Latn,-2.9723819999999996
bwi_Latn,221,floor21,True,else_floor21_gate,-13.491307,-21.0,0.0,aqz_Latn,0.0
bwq_Latn,13507,floor21,True,else_floor21_gate,-17.002045,-21.0,0.0,bam_Latn,-3.71903
bwu_Latn,17557,floor21,True,else_floor21_gate,-17.531475,-21.0,0.0,maw_Latn,0.0
bxh_Latn,7138,floor21,True,else_floor21_gate,-16.511673,-21.0,0.0,sbe_Latn,0.0
bxr_Cyrl,28040,unmod,False,head_unmod,-18.110109,,0.0,khk_Cyrl,0.0
byr_Latn,18296,unmod,False,head_unmod,-18.012598,,0.0,agm_Latn,0.0
byv_Latn,1735,floor21,True,else_floor21_gate,-14.823429,-21.0,0.0,pcd_Latn,0.0
byx_Latn,17508,floor21,True,else_floor21_gate,-17.867769,-21.0,0.0,bjn_Latn,-3.302102999999999
bzd_Latn,25300,unmod,False,head_unmod,-17.82346,,0.0,lmo_Latn,0.0
bzh_Latn,24550,unmod,False,head_unmod,-17.979334,,0.0,mmo_Latn,0.0
bzi_Thai,11019,floor21,True,else_floor21_gate,-17.482872,-21.0,0.0,tha_Thai,-1.4429470000000002
bzj_Latn,100000,unmod,False,head_unmod,-18.690449,,0.0,,
caa_Latn,17822,floor21,True,else_floor21_gate,-17.821306,-21.0,0.0,arg_Latn,-3.4299409999999995
cab_Latn,100000,unmod,False,head_unmod,-18.755814,,0.0,,
cac_Latn,54632,unmod,False,head_unmod,-18.844341,,0.0,toj_Latn,0.0
caf_Latn,17803,floor21,True,else_floor21_gate,-17.6665,-21.0,0.0,bjn_Latn,-3.302102999999999
cag_Latn,12070,floor21,True,else_floor21_gate,-17.254738,-21.0,0.0,tpp_Latn,0.0
cak_Latn,100000,unmod,False,head_unmod,-19.361238,,0.0,,
cao_Latn,17717,floor21,True,else_floor21_gate,-17.591181,-21.0,0.0,kaq_Latn,-3.1556260000000016
cap_Latn,28831,unmod,False,head_unmod,-18.231735,,0.0,ayr_Latn,0.0
caq_Latn,31638,unmod,False,head_unmod,-18.192049,,0.0,urd_Latn,0.0
car_Latn,18987,unmod,False,head_unmod,-17.550339,,0.0,apy_Latn,0.0
cas_Latn,6696,floor21,True,else_floor21_gate,-16.823006,-21.0,0.0,zos_Latn,0.0
cat_Latn,100000,unmod,False,head_unmod,-18.836466,,0.0,,
cav_Latn,17546,floor21,True,else_floor21_gate,-17.839899,-21.0,0.0,tna_Latn,-3.165693000000001
cax_Latn,28858,unmod,False,head_unmod,-18.104614,,0.0,hch_Latn,0.0
cbc_Latn,17534,floor21,True,else_floor21_gate,-17.982176,-21.0,0.0,tue_Latn,0.0
cbi_Latn,10976,floor21,True,else_floor21_gate,-17.141592,-21.0,0.0,bug_Latn,0.0
cbk_Latn,100000,unmod,False,head_unmod,-18.689613,,0.0,,
cbr_Latn,24284,unmod,False,head_unmod,-18.104963,,0.0,quw_Latn,0.0
cbs_Latn,27312,unmod,False,head_unmod,-18.156096,,0.0,shp_Latn,0.0
cbt_Latn,10883,floor21,True,else_floor21_gate,-17.265825,-21.0,0.0,not_Latn,-3.0475579999999987
cbu_Latn,16983,floor21,True,else_floor21_gate,-17.847887,-21.0,0.0,swh_Latn,-2.002220000000001
cbv_Latn,27955,unmod,False,head_unmod,-18.371485,,0.0,mwl_Latn,0.0
cce_Latn,100000,unmod,False,head_unmod,-18.535194,,0.0,,
cco_Latn,17689,floor21,True,else_floor21_gate,-18.108286,-21.0,0.0,chz_Latn,0.0
ccp_Latn,6763,floor21,True,else_floor21_gate,-16.428852,-21.0,0.0,lad_Latn,0.0
cdf_Latn,6763,floor21,True,else_floor21_gate,-16.412874,-21.0,0.0,aim_Latn,0.0
cdo_Latn,9577,floor21,True,else_floor21_gate,-17.207232,-21.0,0.0,nan_Latn,-2.8551350000000006
ceb_Latn,100000,unmod,False,head_unmod,-18.76503,,0.0,,
ceg_Latn,13524,floor21,True,else_floor21_gate,-17.376514,-21.0,0.0,arg_Latn,-3.4299409999999995
cek_Latn,44097,unmod,False,head_unmod,-18.517693,,0.0,cfm_Latn,0.0
ces_Latn,100000,unmod,False,head_unmod,-19.192307,,0.0,,
cfm_Latn,80737,unmod,False,head_unmod,-18.949587,,0.0,cnh_Latn,0.0
cgc_Latn,17863,floor21,True,else_floor21_gate,-17.631746,-21.0,0.0,bcl_Latn,-2.5538939999999997
cgg_Latn,34573,unmod,False,head_unmod,-17.397551,,0.0,nyn_Latn,0.0
cha_Latn,19311,unmod,False,head_unmod,-17.451519,,0.0,spa_Latn,0.0
chd_Latn,18037,unmod,False,head_unmod,-17.812601,,0.0,arg_Latn,0.0
che_Cyrl,56243,unmod,False,head_unmod,-18.651049,,0.0,bul_Cyrl,0.0
chf_Latn,18010,unmod,False,head_unmod,-17.64274,,0.0,mop_Latn,0.0
chj_Latn,4286,floor21,True,else_floor21_gate,-16.32807,-21.0,0.0,cnt_Latn,0.0
chk_Latn,100000,unmod,False,head_unmod,-18.705242,,0.0,,
cho_Latn,1031,floor21,True,else_floor21_gate,-14.974052,-21.0,0.0,lwg_Latn,0.0
chq_Latn,10965,floor21,True,else_floor21_gate,-17.301577,-21.0,0.0,cnl_Latn,0.0
chr_Cher,11732,floor21,True,else_floor21_gate,-17.581493,-21.0,0.0,,
chr_Latn,6768,floor21,True,else_floor21_gate,-16.596315,-21.0,0.0,ext_Latn,0.0
chu_Cyrl,27598,unmod,False,head_unmod,-17.775579,,0.0,orv_Cyrl,0.0
chv_Cyrl,47817,unmod,False,head_unmod,-18.453913,,0.0,mhr_Cyrl,0.0
chw_Latn,99872,unmod,False,head_unmod,-18.503967,,0.0,vmw_Latn,0.0
chz_Latn,17827,floor21,True,else_floor21_gate,-17.810772,-21.0,0.0,bam_Latn,-3.71903
cjk_Latn,100000,unmod,False,head_unmod,-18.522625,,0.0,,
cjo_Latn,17378,floor21,True,else_floor21_gate,-17.65624,-21.0,0.0,cpb_Latn,0.0
cjp_Latn,13518,floor21,True,else_floor21_gate,-17.196091,-21.0,0.0,bzd_Latn,-3.1765399999999993
cjs_Cyrl,1320,floor21,True,else_floor21_gate,-15.071778,-21.0,0.0,kjh_Cyrl,-2.8675749999999987
cjv_Latn,24274,unmod,False,head_unmod,-17.975143,,0.0,kue_Latn,0.0
ckb_Arab,100000,unmod,False,head_unmod,-19.266195,,0.0,,
cko_Latn,17723,floor21,True,else_floor21_gate,-17.49246,-21.0,0.0,bam_Latn,-3.71903
ckt_Cyrl,2269,floor21,True,else_floor21_gate,-15.44909,-21.0,0.0,ady_Cyrl,0.0
cle_Latn,17829,floor21,True,else_floor21_gate,-17.84605,-21.0,0.0,mau_Latn,-2.1896710000000006
clu_Latn,10945,floor21,True,else_floor21_gate,-16.925764,-21.0,0.0,krj_Latn,0.0
cly_Latn,13513,floor21,True,else_floor21_gate,-17.115238,-21.0,0.0,cya_Latn,0.0
cme_Latn,17736,floor21,True,else_floor21_gate,-17.564499,-21.0,0.0,bam_Latn,-3.71903
cmn_Hani,100000,unmod,False,head_unmod,-19.690435,,0.0,,
cmo_Khmr,11062,floor21,True,else_floor21_gate,-17.492392,-21.0,0.0,khm_Khmr,-1.2038590000000013
cmo_Latn,17989,floor21,True,else_floor21_gate,-17.717575,-21.0,0.0,jra_Latn,-3.260615999999999
cmr_Latn,6689,floor21,True,else_floor21_gate,-16.593269,-21.0,0.0,lad_Latn,0.0
cnh_Latn,100000,unmod,False,head_unmod,-18.676592,,0.0,,
cni_Latn,32688,unmod,False,head_unmod,-17.967356,,0.0,shp_Latn,0.0
cnk_Latn,11067,floor21,True,else_floor21_gate,-17.018845,-21.0,0.0,cek_Latn,-2.4823069999999987
cnl_Latn,17804,floor21,True,else_floor21_gate,-17.819824,-21.0,0.0,cle_Latn,0.0
cnt_Latn,17808,floor21,True,else_floor21_gate,-17.805094,-21.0,0.0,nap_Latn,-3.3485489999999984
cnw_Latn,6740,floor21,True,else_floor21_gate,-16.437944,-21.0,0.0,cfm_Latn,-2.050412999999999
coe_Latn,17384,floor21,True,else_floor21_gate,-17.690964,-21.0,0.0,cub_Latn,0.0
