lang,N,row_treatment,gate_on,rule_clause,floor_unmod,floor_assigned,seen_rescale,target_lang,floor_gap_shift
cof_Latn,16915,floor21,True,else_floor21_gate,-17.629145,-21.0,0.0,spa_Latn,-2.025041999999999
cok_Latn,28590,unmod,False,head_unmod,-18.424307,,0.0,crn_Latn,0.0
con_Latn,17696,floor21,True,else_floor21_gate,-17.580862,-21.0,0.0,cha_Latn,-3.548480999999999
cop_Copt,27503,unmod,False,head_unmod,-18.414297,,0.0,,
cor_Latn,41440,unmod,False,head_unmod,-18.232296,,0.0,cym_Latn,0.0
cos_Latn,9423,floor21,True,else_floor21_gate,-16.549343,-21.0,0.0,scn_Latn,-2.4046459999999996
cot_Latn,17733,floor21,True,else_floor21_gate,-17.825443,-21.0,0.0,cni_Latn,-3.0326440000000012
cou_Latn,6745,floor21,True,else_floor21_gate,-16.53447,-21.0,0.0,bsc_Latn,0.0
cpa_Latn,17827,floor21,True,else_floor21_gate,-17.692219,-21.0,0.0,cle_Latn,0.0
cpb_Latn,17824,floor21,True,else_floor21_gate,-17.401495,-21.0,0.0,cpu_Latn,0.0
cpc_Latn,17825,floor21,True,else_floor21_gate,-17.428692,-21.0,0.0,cni_Latn,-3.0326440000000012
