lang,N,category,support,f1_baseline,f1_freq_prior,f1_learned_bias,f1_floor21,f1_margin_q5,f1_margin_q5_head,f1_gt_margin_adaptive
lao_Laoo,33981,head,5750,0.9997391984699643,0.9997391984699643,0.9998261171970092,0.9997391984699643,0.9997391984699643,0.9997391984699643,0.9997391984699643
lap_Latn,4299,mid,552,0.9910233393177738,0.9945945945945946,0.9928057553956835,0.9954914337240758,0.989247311827957,0.9910233393177738,0.9908592321755028
las_Latn,6746,mid,971,0.6986301369863014,0.7065257017863653,0.7075575027382257,0.7476851851851852,0.6986301369863014,0.6986301369863014,0.8761552680221812
lat_Latn,100000,head,48072,0.9459615543272007,0.9440373835606611,0.9515203017804216,0.9460923660033782,0.9463562440095229,0.9465713343773181,0.9426850592578201
law_Latn,6540,mid,946,0.996313849394418,0.9968387776606955,0.9968387776606955,0.996313849394418,0.9957894736842106,0.996313849394418,0.9962904080551139
lbb_Latn,1700,mid,30,0.7317073170731707,0.9375,0.7894736842105263,0.923076923076923,0.7317073170731707,0.7317073170731707,0.983050847457627
lbe_Cyrl,182,flat_magnet,7,0.7368421052631579,0.7777777777777778,0.7000000000000001,0.9333333333333333,0.6363636363636364,0.7368421052631579,0.17073170731707318
lbj_Tibt,10380,mid,1618,0.9990726429675425,0.9990726429675425,0.9990726429675425,0.9990726429675425,0.9990726429675425,0.9990726429675425,0.9990726429675425
lbk_Latn,17600,mid,1975,0.9877100576874843,0.9894472361809046,0.9899446958270488,0.9892041174993723,0.9877100576874843,0.9877100576874843,0.9957038160222391
lcm_Latn,27324,head,1583,0.9927831816755569,0.9952815350739226,0.9959080893925086,0.9930904522613065,0.9927831816755569,0.9921605518971465,0.9927741124725102
lcp_Thai,4281,mid,550,0.9786476868327403,0.9883198562443846,0.9821428571428572,0.9847806624888092,0.9786476868327403,0.9786476868327403,0.9795918367346939
ldi_Latn,51424,head,8748,0.9641100178890878,0.9644953871959742,0.9647611589663273,0.9621989295272079,0.9639564124057,0.9629009762900977,0.9646716309277195
ldn_Latn,106,flat_magnet,5,0.6666666666666666,1.0,0.6666666666666666,1.0,0.5882352941176471,0.6666666666666666,0.2222222222222222
lea_Latn,3217,mid,360,0.6567164179104478,0.7126903553299492,0.598976109215017,0.7152988855116514,0.5693548387096775,0.6567164179104478,0.9432918395573997
led_Latn,3688,mid,448,0.7072784810126581,0.749371332774518,0.6278089887640449,0.7315875613747954,0.6957198443579767,0.7072784810126581,0.8780971258671952
lee_Latn,17731,mid,2798,0.9994641900339346,0.9992857142857142,0.9994641900339346,0.9992857142857142,0.9994641900339346,0.9994641900339346,0.9996426018584703
lef_Latn,13442,mid,2149,0.997444831591173,0.9983724715182515,0.9981403998140399,0.9976765799256506,0.997444831591173,0.997444831591173,0.9948574100046751
leh_Latn,55845,head,9395,0.9776186213070726,0.9787570502345685,0.9795272266779231,0.9769157794877201,0.9776186213070726,0.977567140600316,0.9772175930808987
lem_Latn,17770,mid,2899,0.9981063866414185,0.9984501463750646,0.998622115053393,0.9984501463750646,0.9981063866414185,0.9981063866414185,0.9994828477848647
leu_Latn,35286,head,1305,0.9927729174591099,0.9927729174591099,0.995043842927945,0.9927729174591099,0.9923954372623575,0.9923954372623575,0.9946646341463414
lew_Latn,13383,mid,2136,0.9927654609101517,0.9934609995329287,0.9934609995329287,0.9911256422232603,0.9927654609101517,0.9927654609101517,0.9920262664165104
lex_Latn,19181,head,2128,0.991365227537923,0.9932195464110357,0.99438202247191,0.9915966386554622,0.9909027291812457,0.9909027291812457,0.9918281578332945
lez_Cyrl,337,flat_magnet,15,0.08115942028985508,0.11650485436893204,0.10526315789473685,0.1857142857142857,0.17518248175182483,0.18461538461538463,0.030368763557483733
lfn_Cyrl,5655,mid,792,0.719090909090909,0.8227320125130345,0.8407032498668088,0.7638821825205214,0.719090909090909,0.719090909090909,0.9591451917033311
lfn_Latn,12192,mid,1939,0.43099715099715097,0.515614252304306,0.6288224362223348,0.4872821174951581,0.43045754609606196,0.43099715099715097,0.5726128338962236
lgg_Latn,9264,mid,1328,0.9876172607879925,0.9894736842105263,0.9891018414130026,0.9894894894894896,0.9876172607879925,0.9876172607879925,0.9893617021276595
lgl_Latn,10951,mid,337,0.9926144756277696,0.9940828402366864,0.9940828402366864,0.9955555555555555,0.9926144756277696,0.9926144756277696,0.9970326409495549
lgm_Latn,11059,mid,1729,0.9801587301587301,0.9877177949157383,0.9865905848787446,0.9840637450199202,0.9798809861150468,0.9801587301587301,0.9918651946542707
lhi_Latn,10945,mid,1722,1.0,0.9997097242380262,1.0,1.0,0.9997097242380262,1.0,1.0
lhu_Latn,72409,head,12379,0.9998788319399007,0.9998788319399007,0.9998788319399007,0.9998788319399007,0.9998788319399007,0.9998788319399007,0.9998788319399007
lia_Latn,13468,mid,2150,0.99721706864564,0.9974483878450475,0.99721706864564,0.9974483878450475,0.99721706864564,0.99721706864564,0.9976744186046511
lid_Latn,27185,head,1646,0.9975742874469375,0.9978768577494692,0.9981796116504855,0.9972719005759321,0.9975742874469375,0.9972719005759321,0.9978768577494692
lif_Deva,24326,head,1604,0.9990651293237769,0.9990651293237769,0.9993765586034913,0.9990651293237769,0.9990651293237769,0.9990651293237769,0.9990651293237769
lif_Limb,10950,mid,1710,0.9997076878105816,0.9997076878105816,0.9997076878105816,0.9997076878105816,0.9997076878105816,0.9997076878105816,1.0
lij_Latn,35338,head,4955,0.7839709762532981,0.8083042627414277,0.8630411058566752,0.7715119105493438,0.7835255354200988,0.7832674571805006,0.779627655212007
lim_Latn,100000,head,21992,0.7708746419916281,0.7498489425981872,0.9061502819425623,0.7575828572458414,0.7706482637104471,0.7704587155963303,0.7387147609875679
lin_Latn,100000,head,281356,0.9945564361349805,0.9946987951807229,0.9946514517488111,0.9947850483302161,0.9945941313833168,0.9946138946165726,0.9948525987685489
lip_Latn,17701,mid,2499,0.9996,0.9996,0.9996,0.9996,0.9996,0.9996,0.9995998399359743
lis_Lisu,6732,mid,981,1.0,1.0,1.0,1.0,1.0,1.0,1.0
lit_Latn,100000,head,415694,0.9712880815540922,0.9726688279575801,0.9749701100314982,0.9721153246486443,0.9713157955952013,0.97133412909742,0.9749205021734269
liv_Latn,625,isolated_tail,28,0.17948717948717946,0.3181818181818182,0.2222222222222222,0.4628099173553719,0.49484536082474223,0.5263157894736842,0.47619047619047616
ljp_Latn,13436,mid,2152,0.975,0.9816933638443937,0.9839449541284404,0.97632058287796,0.975,0.975,0.9918395896479365
lki_Arab,211,flat_magnet,10,0.03669724770642203,0.09523809523809523,0.08000000000000002,0.061538461538461535,0.03636363636363636,0.03669724770642203,0.019801980198019802
llb_Latn,25228,head,4181,0.9257375381485249,0.9015942825728421,0.8127222441722638,0.8944153577661431,0.9199146355161182,0.8870356330553449,0.9664223220619531
lld_Latn,814,flat_magnet,35,0.18443804034582134,0.32160804020100503,0.2214532871972318,0.62,0.6458333333333334,0.6966292134831461,0.616822429906542
llg_Latn,14230,mid,634,0.9728892331525949,0.9766718506998445,0.9759129759129759,0.9736024844720497,0.9728892331525949,0.9728892331525949,0.9827315541601256
lln_Latn,8245,mid,1232,0.9947261663286003,0.9951298701298701,0.9955339017458383,0.9943227899432278,0.9947261663286003,0.9947261663286003,0.9922353902738047
lmk_Latn,17821,mid,2930,0.9945559714188501,0.9947251999319382,0.9957417816385625,0.9948944860449285,0.9945559714188501,0.9945559714188501,0.9969272789347899
lmo_Latn,58536,twin,9433,0.7844498438042347,0.7809129346794375,0.8649221724254252,0.7665198237885463,0.7840450899631477,0.7837088388214904,0.7807574383555728
lmp_Latn,11043,mid,1733,0.9988465974625144,0.9994229659549914,0.9988465974625144,0.9988465974625144,0.9988465974625144,0.9988465974625144,0.9973995954926321
lnd_Latn,25726,head,4271,0.9928763283895831,0.9929922915206727,0.9939223936418887,0.993225881803317,0.9928763283895831,0.9927603923400281,0.9931082817427872
lob_Latn,13529,mid,2166,1.0,1.0,1.0,1.0,1.0,1.0,0.9997691064419303
loe_Latn,6830,mid,998,0.9865871833084948,0.9895366218236175,0.9880597014925373,0.9885629040278469,0.986111111111111,0.9865871833084948,0.9969909729187563
log_Latn,11018,mid,1718,0.9982558139534884,0.9982558139534884,0.9982558139534884,0.999127145766657,0.9982558139534884,0.9982558139534884,0.9976676384839651
lok_Latn,6752,mid,980,0.9979633401221996,0.9984717269485481,0.9979633401221996,0.9994900560938297,0.9979633401221996,0.9979633401221996,0.9959016393442623
lol_Latn,11060,mid,1736,0.9880068532267275,0.9908361970217641,0.9899856938483547,0.9913990825688074,0.9877248073080217,0.9880068532267275,0.9901506373117034
lom_Latn,11043,mid,1726,0.9991316931982634,0.9994209612044007,0.9991316931982634,0.9994209612044007,0.9991316931982634,0.9991316931982634,0.9976798143851507
loq_Latn,7481,mid,1114,0.9893428063943162,0.9928698752228164,0.9893428063943162,0.9915442812639074,0.9893428063943162,0.9893428063943162,0.9904848210240145
loz_Latn,100000,head,140825,0.9952826827425999,0.9953406192559239,0.9953573884508358,0.9953655382708221,0.9953007150466189,0.9953150328660242,0.995149641742995
lrc_Arab,168,flat_magnet,8,0.04878048780487805,0.04545454545454545,0.12,0.11428571428571428,0.04878048780487805,0.04878048780487805,0.0076045627376425855
lsi_Latn,10998,mid,1711,0.9979585885097697,0.9988324576765907,0.9988324576765907,0.9997078586035641,0.9979585885097697,0.9979585885097697,0.9982445874780573
lsm_Latn,13528,mid,2176,0.9899726526891522,0.9929142857142857,0.9922338967565099,0.9908759124087592,0.9899726526891522,0.9899726526891522,0.9942329873125721
ltg_Latn,14559,flat_magnet,2012,0.333362514225685,0.38904278239458295,0.5620559334845049,0.33435771358328215,0.3311028069870513,0.333362514225685,0.4246000226937478
ltz_Latn,100000,head,21714,0.8831513292857291,0.8714451952718291,0.932742703010899,0.877507310844763,0.8829049029558589,0.8826672188858976,0.8503877510439452
lua_Latn,100000,head,169087,0.9945090352948165,0.9946437690763769,0.9945803723358447,0.9944976467269461,0.9945448660270173,0.9945597947450943,0.994611733062584
lub_Latn,100000,head,95457,0.9910715223579585,0.9910784143837594,0.9912275630075426,0.9907197815183424,0.9910769149969801,0.9910665049079078,0.9907432201832452
luc_Latn,7040,mid,1001,0.999001996007984,1.0,0.999001996007984,0.999500748876685,0.999001996007984,0.999001996007984,0.9969939879759518
lud_Latn,554,flat_magnet,24,0.10434782608695652,0.22535211267605632,0.13994169096209913,0.38333333333333336,0.44680851063829785,0.48484848484848486,0.34285714285714286
lue_Latn,100000,head,88238,0.9941725273038415,0.9941616877099833,0.9941878319817105,0.9939613801260035,0.9941669414533754,0.9941669414533754,0.9939905281171648
lug_Latn,100000,head,65700,0.9838701042439445,0.9848378427899589,0.9850490720640842,0.9840253149076679,0.9838788620373203,0.9838490127403148,0.9838006705272783
lun_Latn,100000,head,58102,0.9959057018488989,0.9958290963616622,0.99606051463299,0.9958978955169858,0.9959144270716612,0.9959230815642265,0.9956757688000688
luo_Latn,100000,head,89503,0.9920927958457674,0.9920399071977889,0.9924009937162064,0.9920328126755815,0.992081734038428,0.9920706727283966,0.9916396691801934
lus_Latn,100000,head,85415,0.9934127408521716,0.9935051207366346,0.9936962077372735,0.9935862044661632,0.9934364772039511,0.9934306397781225,0.9930795847750864
lvs_Latn,100000,head,461590,0.972346258786076,0.9736147930823527,0.9769211205094536,0.9727414501284952,0.9724053257006936,0.9724539130874412,0.9740735110614364
lwg_Latn,1392,flat_magnet,73,0.47651006711409394,0.6794258373205743,0.5503875968992249,0.7395833333333334,0.45806451612903226,0.47651006711409394,0.8831168831168831
lwo_Latn,17490,mid,1897,0.998158379373849,0.9986838641747828,0.9989468141126909,0.998158379373849,0.9978958442924777,0.998158379373849,0.9997363564460848
lww_Latn,17549,mid,1503,0.9946914399469143,0.996013289036545,0.9963443004320373,0.9953519256308101,0.9946914399469143,0.9946914399469143,0.9966644429619747
lzh_Hani,97818,twin,12458,0.7494868150955314,0.7505900865460267,0.7326891463854697,0.7502074688796682,0.7494868150955314,0.7494868150955314,0.7491360351869305
maa_Latn,38068,head,5047,0.9996038819568231,0.9997028820441716,0.9996038819568231,0.9996038819568231,0.9996038819568231,0.9996038819568231,0.9996038819568231
mad_Latn,44560,head,7594,0.9766712409331503,0.9767502612330199,0.9797655687250344,0.9744290454811635,0.9763553233180928,0.9760428226385534,0.9754473031213269
maf_Latn,11056,mid,1740,0.9951359084406295,0.9959908361970217,0.9957056971085028,0.9959908361970217,0.9948512585812357,0.9951359084406295,0.9948036951501154
mag_Deva,12847,mid,2054,0.7103513770180435,0.7823899371069182,0.8570110701107011,0.7094426355104386,0.7102164830991264,0.7103513770180435,0.8036227081952728
mah_Latn,100000,head,79347,0.9978097997260672,0.9978796178263558,0.998011903334322,0.9982146124194841,0.9978224783352375,0.9978477792995499,0.9980128815740501
mai_Deva,43579,head,5887,0.8479212253829321,0.8444961240310077,0.9012325116588941,0.8415503875968993,0.8479212253829321,0.8477224783186186,0.8461237581162481
maj_Latn,17827,mid,1520,0.9993425378040763,0.9996711608023676,0.9996711608023676,0.9996711608023676,0.9993425378040763,0.9993425378040763,0.9993421052631579
mak_Latn,26049,head,4367,0.9723756906077349,0.9747064137308039,0.976917854718262,0.9688270912760709,0.971718309859155,0.9712805496114427,0.9708431836091411
mal_Latn,10693,mid,1669,0.9411411411411411,0.9483851494114097,0.9520340012143291,0.9405405405405405,0.9397301349325338,0.9411411411411411,0.9538367471721185
mal_Mlym,100000,head,118122,0.9999957671061821,0.9999957671061821,0.9999957671061821,0.99998730142605,0.9999957671061821,0.9999957671061821,0.9999915342481989
mam_Latn,100000,head,48049,0.996535170110624,0.996682593002149,0.9967653749034829,0.9968617392845599,0.9965143703951076,0.9965143703951076,0.997020585048754
maq_Latn,17793,mid,1559,0.9990387696251202,0.9990387696251202,0.9990387696251202,0.9990387696251202,0.9990387696251202,0.9990387696251202,0.9996793844180827
mar_Deva,100000,head,216164,0.9861268515640882,0.9882624734508327,0.9887254090042762,0.9864897692235822,0.9861766011636329,0.9861936349128837,0.9872922093491535
mar_Latn,3924,mid,486,0.379746835443038,0.4677156809549648,0.43092269326683286,0.46203208556149733,0.3693350275307073,0.379746835443038,0.5538461538461539
mas_Latn,31948,head,5361,0.9860456519730154,0.9861367837338263,0.9870490286771508,0.9859571322985957,0.9857749861444671,0.9856839383023922,0.9865039748567204
mau_Latn,100000,head,30914,0.9983318487326908,0.9983485525548864,0.9985101697111024,0.9983808290155441,0.9983480711301137,0.9983967351698004,0.9976544428088452
mav_Latn,23723,head,2593,0.9068791946308725,0.9072597566093159,0.9078311988242704,0.9072251308900523,0.9068791946308725,0.9068791946308725,0.9066890333403229
maw_Latn,17707,mid,2840,0.998593035525853,0.9989444053483462,0.998593035525853,0.998768689533861,0.998593035525853,0.998593035525853,0.9996478873239436
max_Latn,333,flat_magnet,15,0.1443298969072165,0.3414634146341463,0.19718309859154928,0.4137931034482759,0.19178082191780824,0.2153846153846154,0.1774193548387097
maz_Latn,17588,mid,1546,0.9977382875605815,0.9977382875605815,0.998060762766645,0.9977382875605815,0.9977382875605815,0.9977382875605815,0.998705501618123
mbb_Latn,55597,head,3069,0.9864690721649484,0.986160283231413,0.9888583885031488,0.9858384293530738,0.9861513687600645,0.9858338699291693,0.9867869803416048
mbc_Latn,25471,head,1885,0.9586321014892444,0.9586321014892444,0.958896551724138,0.9583677970774745,0.9583677970774745,0.9583677970774745,0.9583677970774745
mbd_Latn,10885,mid,1697,0.9970622796709754,0.9976484420928866,0.9970622796709754,0.9970622796709754,0.996769456681351,0.9970622796709754,0.9961617950989075
mbf_Latn,6748,mid,984,0.8804299149126735,0.9093432007400556,0.8997711670480549,0.9393215480172002,0.8804299149126735,0.8804299149126735,0.9772256728778469
mbh_Latn,24424,head,1133,0.996043956043956,0.9964819700967458,0.9977983267283135,0.996043956043956,0.996043956043956,0.996043956043956,0.9964819700967458
mbi_Latn,11002,mid,1717,0.993327531186539,0.9962176316555137,0.9947704822777454,0.9941927990708479,0.993327531186539,0.993327531186539,0.9962110171961528
mbj_Latn,17676,mid,1605,0.9993773349937732,0.9996885705387729,0.9996885705387729,0.9993773349937732,0.9993773349937732,0.9993773349937732,1.0
mbl_Latn,17712,mid,1544,0.9980607627666451,0.9980607627666451,0.9977382875605816,0.9980607627666451,0.9980607627666451,0.9980607627666451,0.9987063389391979
mbs_Latn,18964,head,1696,0.9967637540453075,0.9973506034736531,0.9982321744254568,0.9964705882352942,0.9967637540453075,0.996765657159659,0.9967637540453075
mbt_Latn,17750,mid,1803,0.9928256070640177,0.9952973720608577,0.9952973720608577,0.9939226519337018,0.9928256070640177,0.9928256070640177,0.9969520642837351
mca_Latn,24591,head,2265,0.99933818663137,0.9991177767975298,0.99933818663137,0.99933818663137,0.99933818663137,0.99933818663137,0.999558693733451
mcb_Latn,17596,mid,1516,0.9957307060755337,0.9967126890203813,0.9963851462372659,0.9963851462372659,0.9957307060755337,0.9957307060755337,0.9973649538866931
mcd_Latn,26561,head,1619,0.9969135802469136,0.9972213646187095,0.9975293390982087,0.9972196478220574,0.9969135802469136,0.9969135802469136,0.9972179289026275
mcf_Latn,17567,mid,1515,0.9980237154150198,0.9980237154150198,0.998681608437706,0.998681608437706,0.9976950938426079,0.9980237154150198,0.9996700758825471
mck_Latn,100000,head,23740,0.9865811460882775,0.986400725294651,0.9869828477394037,0.9859119284629662,0.9866030928922551,0.986667229230834,0.9850890863906322
mcn_Latn,30781,head,5162,0.9896233666410454,0.990003844675125,0.9907656791073489,0.9907656791073489,0.9896233666410454,0.9895282928235181,0.9907656791073489
