lang,N,category,support,f1_baseline,f1_freq_prior,f1_learned_bias,f1_floor21,f1_margin_q5,f1_margin_q5_head,f1_gt_margin_adaptive
cnw_Latn,6740,mid,984,0.9899396378269618,0.9929364278506558,0.9909365558912386,0.9919354838709677,0.9899396378269618,0.9899396378269618,0.9887640449438202
coe_Latn,17384,mid,2422,0.9997936016511868,1.0,1.0,0.9997936016511868,0.9997936016511868,0.9997936016511868,1.0
cof_Latn,16915,mid,1449,0.9921043597665637,0.992445054945055,0.9948364888123924,0.9921043597665637,0.9921043597665637,0.9921043597665637,0.9944713199723566
cok_Latn,28590,head,4812,0.8718969555035129,0.8716627634660421,0.8718548858981862,0.8718969555035129,0.8718969555035129,0.8718969555035129,0.8719269491922266
con_Latn,17696,mid,1640,0.9984779299847794,0.9993906154783668,0.9990862016448371,0.9987812309567337,0.9984779299847794,0.9984779299847794,0.9987797437461868
cop_Copt,27503,head,4616,1.0,1.0,1.0,1.0,1.0,1.0,0.9998916693749323
cor_Latn,41440,head,6955,0.9858231815915082,0.9863834034362301,0.9887094469058167,0.9861041829972209,0.9858252012251585,0.9857549857549858,0.9865202196704942
cos_Latn,9423,mid,1450,0.5535574667709148,0.690792712949286,0.7253992787223081,0.5833678113363674,0.5506513707952557,0.5535574667709148,0.7865680136596471
cot_Latn,17733,mid,1522,0.9973770491803279,0.9973770491803279,0.9977041653000985,0.9973770491803279,0.9973770491803279,0.9973770491803279,0.9973718791064389
cou_Latn,6745,mid,980,0.9944190766108575,0.9954291518537329,0.9944190766108575,0.9964412811387899,0.9944190766108575,0.9944190766108575,0.9969356486210418
cpa_Latn,17827,mid,1535,0.9990237552879923,0.9990237552879923,0.9990237552879923,0.9990237552879923,0.9990237552879923,0.9990237552879923,0.9993485342019544
cpb_Latn,17824,mid,1519,0.9781260202415932,0.978765109441359,0.9784454604833442,0.9774877650897227,0.9781260202415932,0.9781260202415932,0.9771689497716893
cpc_Latn,17825,mid,1540,0.990328820116054,0.9900096680631647,0.990328820116054,0.9906481780070946,0.990328820116054,0.990328820116054,0.9909619109102646
cpu_Latn,17825,mid,1553,0.9465273509526736,0.9491525423728814,0.9474007997539218,0.9473360024638128,0.9465273509526736,0.9465273509526736,0.9491211840888067
cpy_Latn,14716,mid,1098,0.9891598915989159,0.9909502262443439,0.9896068685042928,0.9895974672094074,0.9891598915989159,0.9891598915989159,0.990493435943866
crh_Cyrl,38964,head,5238,0.9739895209580838,0.975728610252085,0.9816159140190439,0.9730337078651685,0.974085508466648,0.9739943872778297,0.9737434358589647
crh_Latn,17238,flat_magnet,2590,0.43449973624054855,0.5033735432426907,0.6674002751031638,0.42463282659108476,0.4293157346300799,0.43449973624054855,0.44038994723191127
cri_Latn,2059,flat_magnet,143,0.3329192546583851,0.4716312056737588,0.382183908045977,0.47755834829443444,0.32406287787182586,0.3329192546583851,0.7257142857142858
crj_Cans,4295,mid,554,1.0,1.0,1.0,1.0,1.0,1.0,1.0
crk_Cans,4454,mid,583,0.9904761904761905,0.9913494809688582,0.9904761904761905,0.9948275862068966,0.992234685073339,0.9904761904761905,0.9852045256744996
crk_Latn,6188,mid,887,0.9954904171364148,0.997176736307171,0.9960518894529047,0.9977452085682075,0.9960696238068502,0.9954904171364148,0.9949008498583569
crl_Cans,4295,mid,555,1.0,1.0,1.0,1.0,1.0,1.0,1.0
crm_Cans,11058,mid,1742,0.9994262765347103,0.9997130559540889,0.9994262765347103,0.9994262765347103,0.9994262765347103,0.9994262765347103,0.9994262765347103
crn_Latn,37171,head,6327,0.9201105937136205,0.9200436522371772,0.9203784570596797,0.9201105937136205,0.9201105937136205,0.9201105937136205,0.9200989666715179
crs_Latn,100000,head,75407,0.9829484221174635,0.9828321357034726,0.9839169084429606,0.9825759079182377,0.982935424366442,0.9829289256198347,0.9825301523487092
crt_Latn,10872,mid,1710,0.9985401459854015,0.9988317757009346,0.9988317757009346,0.9988317757009346,0.9985401459854015,0.9985401459854015,0.9973614775725593
crx_Latn,11044,twin,1739,0.9942495687176538,0.9948186528497409,0.9942495687176538,0.9942462600690449,0.9942495687176538,0.9942495687176538,0.9948216340621403
csb_Latn,9336,mid,1438,0.4084057971014492,0.5212233549582947,0.689553702795488,0.43822843822843827,0.406872653768409,0.4084057971014492,0.9029508196721312
csk_Latn,17816,mid,1536,0.9944930353093618,0.9951377633711508,0.9951377633711508,0.9954604409857328,0.9938491421171901,0.9944930353093618,0.998046875
cso_Latn,17825,mid,1623,0.9996918335901386,0.9996918335901386,0.9996918335901386,0.9996918335901386,0.9996918335901386,0.9996918335901386,0.9984572662758409
csw_Cans,124,flat_magnet,6,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.5,0.4615384615384615,0.3333333333333333,0.4615384615384615
csw_Latn,247,flat_magnet,11,0.3548387096774193,0.6285714285714286,0.37288135593220334,0.88,0.6666666666666666,0.6666666666666666,0.6285714285714286
csy_Latn,36704,head,6197,0.9895515190483846,0.9898681247989707,0.9898697539797394,0.9893822393822393,0.9895515190483846,0.9895515190483846,0.989226563756231
cta_Latn,17725,mid,1530,0.999673309376021,0.999673309376021,0.999673309376021,0.999673309376021,0.999673309376021,0.999673309376021,0.999673309376021
ctd_Latn,66425,twin,10105,0.9141870620493552,0.9161153477097116,0.9172500629564341,0.9132466477041853,0.914140644833714,0.914140644833714,0.9121002240782237
cto_Latn,16604,mid,2668,0.9481060606060606,0.9484653277756727,0.9463340891912321,0.9449056603773586,0.9473883421650264,0.9481060606060606,0.960584502980196
ctp_Latn,25169,head,2856,0.9996498599439776,0.9996498599439776,0.9996498599439776,0.9996498599439776,0.9996498599439776,0.9996498599439776,0.9998248993171074
ctu_Latn,100000,head,33116,0.9968669118648686,0.9969582784764152,0.9969883620624423,0.9972316768776945,0.9968669118648686,0.9968669118648686,0.9971880385813201
cub_Latn,17667,mid,1781,0.9983174425126192,0.9988776655443322,0.9985974754558204,0.9983174425126192,0.9983174425126192,0.9983174425126192,0.9991580129104687
cuc_Latn,17804,mid,1547,0.9996768982229401,0.9996768982229401,0.9996768982229401,0.9996768982229401,0.9996768982229401,0.9996768982229401,0.999353169469599
cui_Latn,17685,mid,1529,0.9993464052287581,0.9986936642717178,0.9993464052287581,0.9993464052287581,0.9993464052287581,0.9993464052287581,0.999345977763244
cuk_Latn,44245,head,4547,0.9915132811638928,0.990858024011455,0.9927168395497683,0.9916207276736494,0.9915132811638928,0.9914040114613181,0.9919488254108304
cul_Latn,17610,mid,1502,0.996351575456053,0.99734395750332,0.99734395750332,0.9970129439097245,0.996351575456053,0.996351575456053,0.9993342210386151
cut_Latn,17581,mid,1525,0.9983633387888707,0.9986902423051734,0.9990173599737963,0.9980366492146597,0.9983633387888707,0.9983633387888707,0.999344262295082
cux_Latn,11059,mid,1738,0.9994242947610823,0.9994242947610823,0.9994242947610823,0.9997122302158274,0.9997122302158274,0.9994242947610823,0.9994242947610823
cwd_Cans,231,flat_magnet,10,0.4878048780487805,0.5128205128205129,0.5,0.7692307692307693,0.7200000000000001,0.7142857142857143,0.8695652173913044
cwe_Latn,17817,twin,1555,0.9684343434343434,0.9730415477323184,0.9705789307181272,0.9692746278112132,0.9684343434343434,0.9684343434343434,0.972027972027972
cwt_Latn,13447,mid,2119,0.9934364744491327,0.9948356807511738,0.9939024390243903,0.994368840919756,0.9934364744491327,0.9934364744491327,0.9964614295824487
cya_Latn,17827,twin,1517,0.8819177271382065,0.8823181549379066,0.8803799346987237,0.8792643132601603,0.8819177271382065,0.8819177271382065,0.8787878787878789
cym_Latn,100000,head,49818,0.9881669836820502,0.9871833323335933,0.9900075169130544,0.9878512529020895,0.9880393550259731,0.9880000400332276,0.9861785207821517
czt_Latn,19062,head,3138,0.9976103234028996,0.9980873445967485,0.9982464530527658,0.9977692797960485,0.9976103234028996,0.9976103234028996,0.9977692797960485
daa_Latn,17721,mid,1719,0.994212962962963,0.9950767448595425,0.9959420289855072,0.9950767448595425,0.9939253688168933,0.994212962962963,0.9991276533876127
dad_Latn,24369,head,1031,0.9922630560928433,0.9927431059506531,0.9937046004842616,0.9932367149758454,0.9922630560928433,0.9922630560928433,0.9937167713871435
daf_Latn,10483,mid,1614,0.9883578431372549,0.9880551301684533,0.9874502601775328,0.9874502601775328,0.9880551301684533,0.9883578431372549,0.9975247524752475
dag_Latn,11906,mid,1835,0.5984587637317592,0.662552187329824,0.6959008579599618,0.5806964541262523,0.5957238452750122,0.5984587637317592,0.921863069483329
dah_Latn,23848,head,1044,0.9985652797704447,0.9980879541108987,0.999043062200957,0.9980879541108987,0.9985652797704447,0.9985652797704447,0.9980879541108987
dak_Latn,2019,mid,154,0.846153846153846,0.8979591836734693,0.8579387186629527,0.9418960244648318,0.846153846153846,0.846153846153846,0.9622641509433962
dan_Latn,100000,twin,581171,0.9346685322903996,0.9347258111851571,0.9414760436123539,0.9347841462224582,0.9346812530063499,0.9346810008616999,0.9346350617725253
dar_Cyrl,1870,mid,126,0.8920863309352517,0.9358490566037736,0.8953068592057762,0.9117647058823529,0.8920863309352517,0.8920863309352517,0.9465648854961831
dbq_Latn,6656,mid,954,0.9952904238618524,0.9973780807551127,0.9979013641133263,0.9958115183246073,0.9952904238618524,0.9952904238618524,0.9963177275118359
ddg_Latn,1354,flat_magnet,65,0.7191011235955056,0.9142857142857143,0.7901234567901235,0.927536231884058,0.707182320441989,0.7191011235955056,0.9448818897637796
ddn_Latn,6765,mid,987,0.992450931051837,0.9929506545820744,0.9929506545820744,0.9939516129032258,0.992450931051837,0.992450931051837,0.9929506545820744
ded_Latn,34664,head,1999,0.998750936797402,0.9985014985014985,0.999000499750125,0.998750936797402,0.998750936797402,0.998750936797402,0.998750936797402
des_Latn,17332,mid,1744,0.9988545246277205,0.9988545246277205,0.9991406473789745,0.9988545246277205,0.9988545246277205,0.9988545246277205,0.9991396616002295
deu_Latn,100000,head,418002,0.9801703356171605,0.9815572878108261,0.9880597300752132,0.9799067471334321,0.980171860039511,0.9801731921778706,0.9820791909288897
dga_Latn,17138,mid,2746,0.9929181042309787,0.9947243951246134,0.9941818181818183,0.9927378358750908,0.9927378358750908,0.9929181042309787,0.9957960153536831
dgc_Latn,17586,mid,1528,0.990272373540856,0.9944643438619342,0.992847854356307,0.990593577684074,0.990272373540856,0.990272373540856,0.9970540098199673
dgi_Latn,13517,mid,2174,0.9990808823529412,0.9995402298850574,0.9993105033325672,0.9988513668734207,0.9990808823529412,0.9990808823529412,0.9988503104161877
dgr_Latn,18978,head,1726,0.9988425925925927,0.9991316931982634,0.9994209612044007,0.9988425925925927,0.9988425925925927,0.9988425925925927,0.9994209612044007
dgz_Latn,24281,head,1071,0.9944237918215613,0.9948860994886098,0.9962756052141527,0.9953488372093022,0.9935004642525535,0.9935004642525535,0.9958120055839925
dhg_Latn,1607,mid,92,1.0,1.0,1.0,1.0,0.9945945945945946,1.0,1.0
dhm_Latn,11061,mid,1725,0.9801023308698125,0.9871097106846176,0.9840091376356369,0.9826161299515531,0.9801023308698125,0.9801023308698125,0.990342405618964
dhv_Latn,100000,head,57784,0.9959270870422315,0.9961107735046445,0.996467351207784,0.9964158950282476,0.9959532452194453,0.9959707532260026,0.9965303679544785
did_Latn,6278,mid,899,0.9944690265486725,0.9966740576496674,0.9983342587451417,0.9955703211517164,0.9944690265486725,0.9944690265486725,0.9932885906040269
dig_Latn,13447,mid,2141,0.9651898734177216,0.974651746974195,0.9691189827429609,0.9662819642453043,0.9645358030268806,0.9651898734177216,0.990145471609573
dik_Latn,40448,head,5114,0.8866471417724265,0.8895135135135135,0.8894657149037422,0.8878312601406165,0.8864548313631927,0.8863587074387336,0.8855840208423796
dip_Latn,6750,mid,987,0.6802627030763914,0.6890991938310551,0.68861646234676,0.684998259658893,0.6802627030763914,0.6802627030763914,0.678657903839502
diq_Latn,28046,head,4714,0.840552118039029,0.8527702440914374,0.8697110168655687,0.8358067870309104,0.837871169718243,0.8347826086956521,0.837574496263362
dis_Latn,11060,mid,1742,0.995997712978845,0.996565540927304,0.996280400572246,0.9957056971085028,0.995997712978845,0.995997712978845,0.99626544096524
diu_Latn,166,flat_magnet,8,0.22857142857142856,0.47058823529411764,0.22857142857142856,0.5,0.2,0.22857142857142856,0.14678899082568805
div_Thaa,33933,head,5753,1.0,1.0,1.0,1.0,1.0,1.0,1.0
dje_Latn,6801,mid,987,0.9899497487437187,0.9934442763489663,0.9914443885254153,0.9909456740442655,0.9899497487437187,0.9899497487437187,0.9959432048681541
djk_Latn,92008,head,14438,0.9859604118279197,0.9856648199445983,0.9857098370298606,0.9855233081665167,0.9859262340543539,0.9859613851433325,0.9852767553302313
djr_Latn,10796,mid,1696,0.9985281130409184,0.9985281130409184,0.9985281130409184,0.9988221436984689,0.9985281130409184,0.9985281130409184,0.9988221436984689
dks_Latn,15265,mid,2473,0.9685210849336765,0.9682006715386136,0.9682006715386136,0.968458639158897,0.9685210849336765,0.9685210849336765,0.97093949044586
dln_Latn,26435,head,4378,0.9844103027564391,0.9862982674668781,0.9861959719393527,0.9848553345388789,0.9841879376552971,0.9840767927724449,0.9852974440171908
dng_Cyrl,804,isolated_tail,36,0.9113924050632911,0.9600000000000001,0.9600000000000001,0.9600000000000001,0.9714285714285714,0.9577464788732395,0.9444444444444444
dnj_Latn,21454,head,3559,0.9994383600112329,0.9997191011235954,0.9994383600112329,0.999578710855217,0.9994383600112329,0.9994383600112329,0.9998595308329822
dnw_Latn,6439,mid,932,0.9941081949651848,0.9962426194310252,0.9951742627345844,0.9951845906902086,0.9941144997324772,0.9941081949651848,0.9940700808625337
dob_Latn,31031,head,2563,0.9992193598750976,0.9992193598750976,0.9992193598750976,0.9992193598750976,0.9992193598750976,0.9992193598750976,0.9984375
doi_Deva,3674,mid,445,0.5245700245700247,0.7019867549668876,0.799618320610687,0.5420918367346939,0.5242480049109883,0.5245700245700247,0.8215353938185443
dop_Latn,33651,head,5668,0.9996472040924326,0.9998236020462162,0.9997353797300874,0.9997354264044448,0.9996472040924326,0.9996472040924326,0.9996472040924326
dos_Latn,6742,mid,983,0.9989837398373984,0.9994916115912558,0.9994916115912558,0.9984763839512443,0.9989837398373984,0.9989837398373984,0.9984732824427482
dow_Latn,11019,mid,1733,0.9976971790443293,0.997410071942446,0.9976971790443293,0.9982718894009216,0.9976971790443293,0.9976971790443293,0.994212962962963
drg_Latn,201,flat_magnet,9,0.2153846153846154,0.39999999999999997,0.22580645161290322,0.75,0.17073170731707316,0.2153846153846154,0.08035714285714286
dru_Latn,29903,head,5018,0.9971129915380786,0.9973120955699353,0.9974113898845082,0.9971124166085832,0.9971129915380786,0.9971129915380786,0.9971124166085832
dsb_Latn,9265,mid,1426,0.42174781139609885,0.5264580919273851,0.6622966739499879,0.4529177718832891,0.41968515971266995,0.42174781139609885,0.6605640771895102
dsh_Latn,6743,mid,977,0.9848790322580645,0.9888663967611336,0.9898682877406282,0.9888663967611336,0.9848790322580645,0.9848790322580645,0.9907120743034056
dtb_Latn,6615,mid,958,0.9876288659793814,0.993260756868844,0.991205380237972,0.9881382155750387,0.9876288659793814,0.9876288659793814,0.9927007299270073
dtp_Latn,52534,head,7916,0.9643253114198135,0.9683909911079378,0.9662848216610258,0.9731825525040387,0.9643253114198135,0.9643253114198135,0.9592077649527807
dts_Latn,13356,mid,2128,0.9978878197606196,0.9983564216952336,0.9983564216952336,0.99741723409251,0.9978878197606196,0.9978878197606196,0.9959952885747938
dty_Deva,11466,mid,1814,0.4952490642096171,0.5603405927624038,0.6403310759969902,0.5064935064935064,0.4952490642096171,0.4952490642096171,0.652073732718894
dua_Latn,43871,head,7421,0.9960223825254501,0.995958507342045,0.9950864912162617,0.9949539123999193,0.9960229187731715,0.9952849252323859,0.9962197920885648
due_Latn,17710,mid,1475,0.9915853248064624,0.9949341438703141,0.9949341438703141,0.9912516823687753,0.9915853248064624,0.9915853248064624,0.9969543147208122
dug_Latn,13397,mid,2135,0.9804462847941108,0.9847504621072087,0.984757505773672,0.9802025782688767,0.9804462847941108,0.9804462847941108,0.9922444183313748
duo_Latn,17496,mid,1464,0.9795918367346939,0.9861906365779723,0.9825503355704697,0.9812332439678284,0.9792642140468227,0.9795918367346939,0.9979508196721312
dur_Latn,11023,mid,1716,0.9997087095834547,0.9997087095834547,0.9997087095834547,0.9997087095834547,0.9997087095834547,0.9997087095834547,0.9982486865148862
dwr_Ethi,1693,mid,100,0.9950248756218906,0.9950248756218906,0.9950248756218906,0.9950248756218906,0.9950248756218906,0.9950248756218906,0.9950248756218906
dwr_Latn,28305,head,1835,0.9731454400425419,0.9780865847140566,0.9793952368209793,0.9736491881820601,0.9728867623604465,0.9728867623604465,0.9731168485493745
dww_Latn,31055,head,1043,0.9957040572792363,0.9957040572792363,0.9980861244019139,0.9942748091603053,0.9957040572792363,0.9957040572792363,0.9952244508118434
dyi_Latn,17802,mid,2052,0.9982939312698025,0.9987813794784304,0.9985372988785958,0.9987813794784304,0.9982939312698025,0.9982939312698025,0.9987801902903148
dyo_Latn,14804,mid,2388,0.9908371511870054,0.9918699186991868,0.993941926049718,0.992503123698459,0.9902185223725286,0.9908371511870054,0.9972752043596731
dyu_Latn,100000,head,39229,0.9770913237275838,0.9795428438673706,0.980012894906512,0.9763383422577758,0.9771045777887195,0.9771178315063879,0.9747625087360546
dzo_Tibt,13407,mid,2151,0.9290123456790125,0.9314159292035398,0.9297703180212015,0.9269366197183099,0.9290123456790125,0.9290123456790125,0.9219672131147539
ebk_Latn,17799,mid,1692,0.9938253454866216,0.9947027663331371,0.9952885747938752,0.9949955843391227,0.9938253454866216,0.9938253454866216,0.9988179669030733
efi_Latn,100000,head,142648,0.9974704357174476,0.9975268220365777,0.9975902090827338,0.9977063656256915,0.9974774800095562,0.9974774800095562,0.9976993891966127
eka_Latn,17820,mid,2263,0.9969149405024241,0.9973544973544973,0.9977944419938245,0.997574421168688,0.9969149405024241,0.9969149405024241,0.9995581087052585
ekk_Latn,100000,head,589122,0.9725399464719011,0.9739409675011216,0.9786893468990159,0.973519209667326,0.9726234824207682,0.972683541404192,0.9745822296135057
eko_Latn,2700,mid,273,0.8041237113402061,0.8571428571428571,0.8149253731343283,0.9069767441860465,0.8005865102639297,0.8041237113402061,0.9407540394973071
ell_Grek,100000,head,657298,0.9842941796622361,0.9853893951308262,0.9882161012628727,0.984877098957028,0.9858007918759508,0.9857993600927187,0.9871448287746583
eme_Latn,645,flat_magnet,28,0.5952380952380952,0.6578947368421053,0.5882352941176471,0.806451612903226,0.5952380952380952,0.7042253521126761,0.5777777777777778
emi_Latn,18149,head,1661,0.998497144574692,0.998497144574692,0.998497144574692,0.998497144574692,0.998497144574692,0.998497144574692,0.998497144574692
eml_Latn,25500,head,4277,0.898274198735127,0.9143480632842335,0.9155681446780696,0.8963081861958266,0.8966402739139739,0.8960650128314799,0.8991416309012876
emp_Latn,18016,head,1590,0.9965332492908919,0.9965332492908919,0.9965332492908919,0.9959003468937243,0.9965332492908919,0.9965332492908919,0.9962145110410096
enb_Latn,13439,mid,2138,0.9985981308411215,0.9988315026875438,0.9988315026875438,0.9988315026875438,0.9985981308411215,0.9985981308411215,0.9992985737666589
eng_Latn,100000,twin,1939180,0.9683263780635092,0.9698369134189274,0.9858668014502994,0.9688804455784417,0.9684596483297448,0.9684693091512387,0.9693380733005084
enl_Latn,11016,mid,1731,0.9982698961937717,0.9988459319099827,0.9988459319099827,0.9985578309777905,0.9982698961937717,0.9982698961937717,0.9973935708079931
enm_Latn,34177,head,5767,0.27234610253478175,0.2826060081592286,0.4900720052367445,0.2926404710098554,0.2723116487284503,0.2723051646546182,0.287077734522165
enq_Latn,16127,mid,100,0.975609756097561,0.975609756097561,0.975609756097561,0.975609756097561,0.970873786407767,0.975609756097561,0.9950248756218906
enx_Latn,26138,head,4272,0.9939252336448597,0.9943899018232819,0.9955524344569289,0.9941602429338939,0.9935770174004438,0.9935770174004438,0.9941588785046729
epo_Latn,100000,head,229241,0.9878497887490267,0.9879502823675229,0.9893863149346742,0.9878665340604816,0.9878441585704257,0.9878227709154679,0.9875588865563163
eri_Latn,17713,mid,1554,0.9977528089887641,0.9983938323160938,0.9983938323160938,0.9977528089887641,0.9977528089887641,0.9977528089887641,0.9996783531682213
ese_Latn,24273,head,2669,0.9990641961444882,0.9990641961444882,0.999625468164794,0.9990641961444882,0.9990641961444882,0.9990641961444882,0.9990641961444882
esi_Latn,11038,twin,1730,0.9875470605270779,0.9869451697127937,0.9869753979739507,0.9863728616990433,0.9875470605270779,0.9875470605270779,0.9836734693877551
esk_Latn,17756,twin,1539,0.9848043970255416,0.9841782370035518,0.9844861021331609,0.9832149774047774,0.9848043970255416,0.9848043970255416,0.9838082901554404
ess_Latn,6942,mid,1015,0.9878108239882982,0.9897310513447433,0.9897410845139227,0.9868485143692158,0.9858880778588808,0.9878108239882982,0.9840637450199202
esu_Latn,11057,mid,1741,0.9897669130187606,0.992588369441277,0.993154592127781,0.992588369441277,0.9897669130187606,0.9897669130187606,0.9924812030075187
eto_Latn,153,flat_magnet,7,0.3888888888888889,0.6363636363636364,0.43750000000000006,0.8571428571428571,0.34146341463414637,0.3888888888888889,0.14893617021276595
etr_Latn,9965,mid,531,0.9842446709916589,0.9860724233983287,0.9815157116451017,0.9897483690587139,0.9842446709916589,0.9842446709916589,0.993414863593603
etu_Latn,11024,mid,1730,0.9971181556195965,0.9974055923897376,0.9971181556195965,0.9979809633689068,0.9971181556195965,0.9971181556195965,0.9988432620011567
eus_Latn,100000,head,147924,0.9912780445457258,0.9911485838750437,0.9919751453360196,0.991257538212253,0.991292258655183,0.9913027556532087,0.9907744392721118
eve_Cyrl,1953,mid,143,0.8231884057971013,0.9131832797427654,0.8711656441717792,0.8606060606060606,0.8184438040345821,0.8231884057971013,0.9444444444444445
ewe_Latn,100000,head,252131,0.9964309729478095,0.9965788028992657,0.9966426400623737,0.9969120030223796,0.9964509377959211,0.9964768909109356,0.9970541464578199
ewo_Latn,11283,mid,1781,0.9873203719357565,0.9889985895627644,0.9884344146685473,0.9884474499859115,0.9876056338028169,0.9873203719357565,0.9874928936895964
ext_Latn,8692,flat_magnet,1328,0.26516572858036275,0.3694472951180179,0.4378677743163724,0.27859269879783827,0.2636542646906415,0.26516572858036275,0.4614816183262517
eza_Latn,30724,head,5150,0.9942768454748278,0.9943765755284081,0.9940839879740084,0.9936948297604035,0.9942768454748278,0.9942768454748278,0.9936923823386705
faa_Latn,24288,head,1111,0.9977548271216884,0.9982030548068284,0.9982030548068284,0.9982030548068284,0.9977548271216884,0.9973070017953322,0.9986516853932585
fad_Latn,1949,mid,144,0.9201277955271566,0.9568106312292359,0.923076923076923,0.9795918367346939,0.9142857142857143,0.9201277955271566,0.9759450171821307
fai_Latn,28850,head,1084,0.9963235294117647,0.9972401103955841,0.9967816091954023,0.9967816091954023,0.9963235294117647,0.9963235294117647,0.9972401103955841
fal_Latn,13515,mid,2155,0.9972183588317107,0.9972183588317107,0.9974495710642244,0.9969872537659328,0.9972183588317107,0.9972183588317107,0.9960492679525913
fan_Latn,17431,mid,2801,0.891678738129728,0.8897106109324759,0.8681077694235589,0.872383949645948,0.8885682219015553,0.891678738129728,0.9393372982158029
fao_Latn,94618,head,13238,0.9503239740820735,0.9480064261720461,0.9595798971931512,0.9481600467289719,0.949782378113456,0.9495392716103553,0.9499926782837896
far_Latn,10940,mid,357,0.988857938718663,0.9902370990237099,0.9916201117318436,0.9888268156424581,0.988857938718663,0.988857938718663,0.9915966386554622
fas_Arab,100000,head,573397,0.9395105117830012,0.9487485886510157,0.9866662917458248,0.940052258443097,0.9395529428706998,0.9396128777368238,0.9393388547251106
fat_Latn,39870,head,6709,0.9073582465455041,0.9134246575342466,0.9337822671156004,0.8961161134256149,0.9068644125450712,0.9055706521739131,0.9110062247759765
ffm_Latn,24480,twin,1585,0.9609831029185868,0.960098219766728,0.9636251541307029,0.959214964734744,0.9606879606879607,0.9606879606879607,0.9597542242703534
fij_Latn,100000,head,185171,0.9946508390122372,0.9947823538828459,0.9948257383565546,0.9947029931345147,0.9946781227695473,0.9946781516550378,0.9948455565985015
fil_Latn,100000,head,235134,0.9817816834484747,0.9821753194104242,0.9822807193639255,0.981596061300915,0.9817845580886813,0.9817831617563841,0.9819984224103012
fin_Latn,100000,head,590878,0.9499927433371446,0.9607296454804647,0.9744512451342301,0.9558959363668512,0.9500319009327816,0.9500518090700826,0.9599020438457069
fit_Latn,3881,flat_magnet,483,0.03295540438397582,0.048660163695481554,0.19373219373219375,0.03892526529690675,0.03289697061153657,0.03295540438397582,0.04266610061558056
fkv_Latn,1884,flat_magnet,130,0.029675525843795857,0.05230312035661218,0.10588870880605078,0.045033775331498625,0.029449838187702266,0.029675525843795857,0.029542566709021598
fmu_Deva,974,isolated_tail,43,0.7747747747747747,0.9052631578947368,0.8431372549019608,0.7962962962962964,0.9761904761904763,1.0,0.8571428571428571
fon_Latn,100000,head,36116,0.9946348650376671,0.9948599688819738,0.9947466436890235,0.9957012507973486,0.9946211900095902,0.9946631087391594,0.9943568464730291
for_Latn,31149,head,963,0.9938080495356036,0.9948347107438017,0.9958634953464323,0.9938016528925621,0.9938080495356036,0.9938080495356036,0.9938016528925621
fra_Latn,100000,head,503699,0.9693607088967189,0.9775922764395709,0.9851578822683924,0.9706512620830717,0.9693602213992104,0.9693596092192831,0.9815671806388225
frd_Latn,10934,mid,1543,0.9922730199613653,0.994193548387097,0.9945143594707969,0.9935567010309279,0.9919536530415192,0.9922730199613653,0.9967532467532467
fro_Latn,15794,flat_magnet,2467,0.4427378323893636,0.5141179128077704,0.7125532612258276,0.45918060703195435,0.44278177458033585,0.4427378323893636,0.4719983467658607
frp_Latn,5176,flat_magnet,690,0.1039784434934221,0.1460861819396504,0.24011766868909723,0.11199317114810073,0.10365805483131864,0.1039784434934221,0.5901328273244781
frr_Latn,10794,mid,1692,0.4716579059525501,0.5818436733263233,0.6992179243288946,0.4957341715312079,0.4680851063829788,0.4716579059525501,0.7972575905974535
fry_Latn,100000,head,20918,0.9476184984430861,0.9417773705909299,0.9741739460691227,0.9458787795112522,0.9474460970829008,0.9472713439236391,0.9370986107948075
fub_Latn,38248,twin,5024,0.9775660115147905,0.9766058683584458,0.9779543197616684,0.9758808933002481,0.9775704644700277,0.9774734544011114,0.9767488076311606
fud_Latn,9316,mid,1384,0.5529270248596632,0.564344262295082,0.5634206219312603,0.6025837530107291,0.5242349363238927,0.5529270248596632,0.77627411459833
fue_Latn,10730,mid,1686,0.9762949956101844,0.9802301563883151,0.9794359576968272,0.9791605518051071,0.9762949956101844,0.9762949956101844,0.9823321554770319
fuf_Latn,21670,head,2336,0.9837883959044369,0.9837883959044369,0.9858914065840103,0.983326207781103,0.983578588185114,0.9827402514383125,0.9841745081266039
fuh_Latn,24509,twin,2681,0.9627967844456908,0.9639319753317137,0.9646001123805956,0.9623806850084222,0.9627967844456908,0.9627967844456908,0.9629352302508424
fuq_Latn,17770,mid,2145,0.9778597785977861,0.979639055992596,0.9805735430157261,0.9762289406877452,0.9778597785977861,0.9778597785977861,0.977818853974122
fur_Latn,46173,head,7608,0.8032766841912214,0.8073225984203759,0.8253413980170855,0.7916090641341588,0.8025874168548239,0.8014625228519194,0.7993673196252585
fuv_Arab,6753,mid,971,0.9994853319608853,0.9994853319608853,0.9994853319608853,1.0,0.9994853319608853,0.9994853319608853,0.9927385892116182
fuv_Latn,30578,twin,3457,0.9484566103669191,0.9486246543443457,0.9526315789473684,0.9444364266127869,0.9477818181818182,0.9469707976173181,0.946575937454756
gaa_Latn,100000,head,174310,0.9971811864328776,0.99722735143033,0.9972359720548435,0.9972331515611698,0.9971956084666738,0.9971985250550803,0.9973346521102827
