lang,N,degenerate,f1_nemo_baseline,fp_nemo_baseline,f1_nemo_floor21,fp_nemo_floor21,f1_nemo_gated,fp_nemo_gated,support
tpn_Latn,493,False,0.40102827763496146,224,0.7230046948356809,49,0.7281553398058251,44,87
tpp_Latn,17827,False,0.9966198185376267,18,0.997329535339149,14,0.9998215241834733,0,2802
tpt_Latn,17825,False,0.9969240731746803,17,0.9977316915100454,12,0.9990266060999352,4,3081
tpw_Latn,360,False,0.19489559164733175,325,0.7115384615384616,3,0.673469387755102,1,64
tpz_Latn,24321,False,0.9998291474457544,1,1.0,0,1.0,0,2926
tqo_Latn,6765,False,0.9780356402818069,49,0.9866220735785952,28,0.9953527672158851,5,1184
trc_Latn,10997,False,0.999739921976593,1,1.0,0,1.0,0,1922
trn_Latn,6686,False,0.9906700593723494,22,0.9944657300979141,13,0.9974380871050385,6,1168
tro_Latn,11062,False,0.985433171479683,51,0.990246406570842,33,0.9948213360952874,7,1934
trp_Latn,30617,False,0.9929781855631494,36,0.992792286810821,38,0.992792286810821,38,5342
trq_Latn,6754,False,0.9991575400168492,2,0.9995785924989464,1,1.0,0,1186
trs_Latn,6763,False,0.9987357774968395,3,0.9987357774968395,3,0.9991568296795953,2,1185
trv_Latn,5293,False,0.7245461720599843,696,0.7320574162679425,670,0.9765957446808512,42,920
tsc_Latn,100000,False,0.9736998310579426,1437,0.9679308231769592,1957,0.9642009627771375,2314,43517
tsg_Latn,10993,False,0.9943181818181819,22,0.9948320413436693,20,0.9987016359387172,3,1925
tsn_Latn,100000,False,0.9698496565076921,4044,0.969639276999829,4154,0.9696736716213907,4232,128439
tso_Latn,100000,False,0.9768819467177977,929,0.97675940060438,1045,0.9768297854955624,1148,130335
tsw_Latn,17700,False,0.9972299168975068,4,0.9975062344139651,3,0.9977827050997783,2,1806
tsz_Latn,100000,False,0.9630604856065017,70,0.9623695317041118,121,0.9651156954273954,210,20408
ttc_Latn,17827,False,0.9908307863295359,31,0.9924853882549401,25,0.9977591036414566,4,1785
tte_Latn,30509,False,0.9837467921300256,36,0.9841541755888652,34,0.9841541755888652,34,1152
ttj_Latn,89198,False,0.908778516656591,1618,0.9074332024819552,1726,0.9074332024819552,1726,15530
ttq_Latn,6630,False,0.7842605156037992,630,0.791095890410959,603,0.8050226717823509,551,1162
ttq_Tfng,4277,True,1.0,0,1.0,0,1.0,0,751
tuc_Latn,42199,False,0.99726819861803,26,0.9972686375321338,27,0.9972686375321338,27,6214
tue_Latn,17632,False,0.9990118577075099,5,0.9990118577075099,5,0.9993410214168039,3,3034
tuf_Latn,17688,False,0.9930475086906141,24,0.993335265140539,23,0.9976689976689975,6,1714
tui_Latn,30782,False,0.995067473243369,29,0.9952527227031556,27,0.9952527227031556,27,5370
tuk_Arab,4783,False,0.9289311695579183,127,0.9421112372304199,102,0.9880810488676997,19,830
tuk_Cyrl,100000,False,0.9876258106729788,459,0.9870019834010514,459,0.9856744543793865,531,25844
tuk_Latn,100000,False,0.9948221165404937,475,0.9946951623397559,519,0.9941547868664269,635,85233
tul_Latn,4299,False,0.9855832241153342,22,0.9927392739273927,11,0.99867197875166,2,752
tum_Latn,100000,False,0.9829551134659602,901,0.9825705068165262,1025,0.9825504472644061,1091,121181
tuo_Latn,28238,False,0.9990917347865577,9,0.998587570621469,13,0.998587570621469,13,4950
tur_Latn,100000,False,0.9883131073406589,1226,0.9886533123483221,1466,0.9914398070697634,1897,415892
tuv_Latn,532,False,0.19528619528619529,475,0.868217054263566,12,0.9152542372881356,3,61
