lang,N,category,support_derive,support_judge,f1_baseline,f1_unmod_gate,f1_floor21,f1_floor21_gate,f1_gt_min,f1_gt_margin_adaptive,f1_freq_prior,f1_learned_bias,f1_margin_q5,f1_margin_q5_head
eka_Latn,17820,mid,868,1395,0.9977011494252873,0.9994242947610823,0.9988492520138089,1.0,0.9988492520138089,1.0,0.9982748706152961,0.9982748706152961,0.9977011494252873,0.9977011494252873
ekk_Latn,100000,head,235861,353261,0.9726261391323953,0.9747545551751325,0.9735472417078028,0.9749695540642086,0.9720796657889145,0.9745627225275676,0.9739975425298099,0.978678006469503,0.9727223663591025,0.9727917399935848
eko_Latn,2700,mid,105,168,0.8076923076923077,0.909090909090909,0.9251101321585903,0.9473684210526315,0.860655737704918,0.9478672985781991,0.8713692946058093,0.8203125,0.8076923076923077,0.8076923076923077
ell_Grek,100000,head,263566,393732,0.9842473610865163,0.9860503003767436,0.9848393058736871,0.9862420734447436,0.9803030654272049,0.9871049809193625,0.9853437386444256,0.9882280061412447,0.9857592017465638,0.9857593659554678
eme_Latn,645,flat_magnet,11,17,0.5882352941176471,0.6451612903225806,0.7407407407407406,0.7407407407407406,0.5405405405405405,0.5405405405405405,0.6451612903225806,0.5714285714285715,0.5882352941176471,0.7407407407407406
emi_Latn,18149,head,639,1022,1.0,1.0,1.0,1.0,0.9992181391712275,0.9992181391712275,0.9992181391712275,0.9992181391712275,1.0,1.0
eml_Latn,25500,head,1749,2528,0.9027012850773669,0.9027012850773669,0.9004714510214772,0.9004714510214772,0.9043112513144058,0.9043112513144058,0.9213483146067415,0.920694259012016,0.9005756148613291,0.9001046025104603
emp_Latn,18016,head,624,966,0.9967845659163987,0.9967845659163987,0.9967845659163987,0.9967845659163987,0.9967845659163987,0.9967845659163987,0.9967845659163987,0.9967845659163987,0.9967845659163987,0.9967845659163987
enb_Latn,13439,mid,858,1280,0.9988344988344988,0.9988344988344988,0.9988344988344988,0.9953216374269007,0.9988344988344988,0.9988344988344988,0.9988344988344988,0.9988344988344988,0.9988344988344988,0.9988344988344988
eng_Latn,100000,twin,774963,1164217,0.9681297624057444,0.9688485275429399,0.968718107119731,0.9692831817358888,0.9677642765203482,0.9691935721540182,0.9696896042693861,0.9858296394718009,0.9682756321156217,0.9682873194263985
enl_Latn,11016,mid,704,1027,0.9978738483345145,0.9971509971509972,0.9985815602836879,0.9892318736539842,0.9985815602836879,0.9964362081254455,0.9985815602836879,0.9985815602836879,0.9978738483345145,0.9978738483345145
enm_Latn,34177,head,2326,3441,0.2715438534487836,0.2715438534487836,0.29177483695308043,0.29177483695308043,0.2855903315773164,0.2855903315773164,0.28188658469443933,0.48694530998173413,0.2714479185067421,0.2714479185067421
enq_Latn,16127,mid,34,66,0.9444444444444444,0.9855072463768115,0.9444444444444444,1.0,0.9444444444444444,1.0,0.9577464788732395,0.9444444444444444,0.9444444444444444,0.9444444444444444
enx_Latn,26138,head,1674,2598,0.994333432746794,0.994333432746794,0.9940405244338498,0.9940405244338498,0.9940369707811568,0.9940369707811568,0.9949268874962699,0.9961159247086944,0.9940369707811568,0.9940369707811568
epo_Latn,100000,head,91731,137510,0.9877501065445684,0.9873419100425931,0.9877884940963159,0.9874731762578565,0.9876579649306921,0.9873791431761855,0.9876660341555976,0.9893982494529541,0.9877510435105662,0.9877405185695086
eri_Latn,17713,mid,621,933,0.9983922829581994,0.999195494770716,0.9983922829581994,1.0,0.9983922829581994,1.0,0.9983922829581994,0.999195494770716,0.9983922829581994,0.9983922829581994
ese_Latn,24273,head,1029,1640,0.9985443959243085,0.9985443959243085,0.9985443959243085,0.9985443959243085,0.9985443959243085,0.9985443959243085,0.9980601357904947,0.9990291262135923,0.9985443959243085,0.9985443959243085
esi_Latn,11038,twin,708,1022,0.9872159090909092,0.9850320741268709,0.9864960909737028,0.9791216702663788,0.9865152590489709,0.9835831548893648,0.9864960909737028,0.9872159090909092,0.9872159090909092,0.9872159090909092
esk_Latn,17756,twin,616,923,0.9831053901850362,0.9862792574656981,0.9815261044176707,0.9838449111470113,0.9814963797264683,0.9838709677419355,0.983132530120482,0.9831053901850362,0.9831053901850362,0.9831053901850362
ess_Latn,6942,mid,403,612,0.9913473423980221,0.9811320754716982,0.9901234567901234,0.9798488664987406,0.9889025893958076,0.9810844892812107,0.9925742574257426,0.9925742574257426,0.9876847290640394,0.9913473423980221
esu_Latn,11057,mid,703,1038,0.9922371206774877,0.994277539341917,0.9936395759717315,0.9899425287356322,0.9943422913719944,0.990667623833453,0.9957507082152974,0.9964564138908575,0.9922371206774877,0.9922371206774877
eto_Latn,153,flat_magnet,3,4,0.5,0.5,0.8571428571428571,0.8571428571428571,0.17142857142857143,0.17142857142857143,0.6666666666666666,0.4615384615384615,0.42857142857142855,0.5
etr_Latn,9965,mid,197,334,0.9825436408977556,0.9924050632911392,0.9874686716791979,0.9898477157360406,0.9874686716791979,0.9924050632911392,0.985,0.9776674937965261,0.9825436408977556,0.9825436408977556
etu_Latn,11024,mid,680,1050,0.9970674486803519,0.9970588235294118,0.9977989728539985,0.9903632320237212,0.9977989728539985,0.9977924944812362,0.9970674486803519,0.9970674486803519,0.9970674486803519,0.9970674486803519
eus_Latn,100000,head,58943,88981,0.991397135782299,0.9908771214515061,0.9914854163299678,0.9908344163842241,0.991369918975965,0.990894110052155,0.9913222332712887,0.9920682201154023,0.9914148848369339,0.9914151770141152
eve_Cyrl,1953,mid,55,88,0.8396946564885496,0.9629629629629629,0.8661417322834646,0.9629629629629629,0.8088235294117647,0.9454545454545454,0.9322033898305084,0.8943089430894309,0.8333333333333333,0.8396946564885496
ewe_Latn,100000,head,100743,151388,0.9962250996015936,0.9968151915363717,0.996709855004654,0.9969057189477455,0.9962451321175662,0.9968852622151458,0.9964251573329085,0.9965001717554401,0.996250093374169,0.9962800842583325
ewo_Latn,11283,mid,727,1054,0.9882677708764667,0.9874826147426982,0.9882677708764667,0.9825296995108315,0.989648033126294,0.9867595818815331,0.9910158949550795,0.9903181189488244,0.9889655172413793,0.9882677708764667
ext_Latn,8692,flat_magnet,525,803,0.2616627573625228,0.48619329388560156,0.27519379844961245,0.516163222045575,0.24730656219392746,0.4544618215271389,0.3634377276037874,0.43829600351339476,0.25996892801657173,0.2616627573625228
eza_Latn,30724,head,2096,3054,0.9942775393419171,0.9942775393419171,0.9935637663885578,0.9935637663885578,0.9933237958989033,0.9933237958989033,0.9940433643078388,0.9935668334524662,0.9942775393419171,0.9942775393419171
faa_Latn,24288,head,448,663,0.9977728285077951,0.9977728285077951,0.9977728285077951,0.9977728285077951,0.9988851727982163,0.9988851727982163,0.9977728285077951,0.9977728285077951,0.9977728285077951,0.9977728285077951
fad_Latn,1949,mid,53,91,0.9298245614035088,0.9464285714285715,0.9724770642201834,0.9719626168224299,0.9636363636363636,0.9724770642201834,0.9724770642201834,0.9380530973451328,0.9217391304347826,0.9298245614035088
fai_Latn,28850,head,422,662,0.9964580873671782,0.9964580873671782,0.9976359338061466,0.9976359338061466,0.9976359338061466,0.9976359338061466,0.9988165680473373,0.9976359338061466,0.9964580873671782,0.9964580873671782
fal_Latn,13515,mid,885,1270,0.9971767363071711,0.9960429621254947,0.9971767363071711,0.9954699886749716,0.9971767363071711,0.9949066213921901,0.9971767363071711,0.9971767363071711,0.9971767363071711,0.9971767363071711
fan_Latn,17431,mid,1124,1677,0.8988673139158576,0.9079754601226994,0.8803486529318543,0.9188741721854305,0.922180607573866,0.9453924914675768,0.8927280032141423,0.8743126472898665,0.8946098149637973,0.8988673139158576
