lang,N,category,support_derive,support_judge,f1_baseline,f1_unmod_gate,f1_floor21,f1_floor21_gate,f1_gt_min,f1_gt_margin_adaptive,f1_freq_prior,f1_learned_bias,f1_margin_q5,f1_margin_q5_head
aeb_Arab,25840,head,1723,2601,0.4454545454545455,0.4454545454545455,0.43880597014925377,0.43880597014925377,0.4397590361445783,0.4397590361445783,0.4480440097799512,0.4125913434513772,0.4454545454545455,0.4454545454545455
aer_Latn,12314,mid,800,1147,0.9981238273921201,0.9987484355444306,0.9981238273921201,0.994343180389692,0.9981238273921201,0.9987484355444306,0.9987484355444306,0.9981238273921201,0.9981238273921201,0.9981238273921201
aeu_Latn,17719,mid,590,879,1.0,0.9991518235793045,1.0,0.9991518235793045,1.0,0.9991518235793045,1.0,1.0,1.0,1.0
aey_Latn,25992,head,629,905,0.9889240506329113,0.9889240506329113,0.9897070467141725,0.9897070467141725,0.9897070467141725,0.9897070467141725,0.9904912836767037,0.9889240506329113,0.9889240506329113,0.9889240506329113
afr_Latn,100000,head,87093,131230,0.9752455615010145,0.9743892715999106,0.9749005907095409,0.9740627724498693,0.9753449237688279,0.9741589020975812,0.9749344532222624,0.9785186636396114,0.9752290308861224,0.9752234259605161
agd_Latn,31162,head,573,893,0.9973890339425587,0.9973890339425587,0.9982578397212544,0.9982578397212544,0.9982578397212544,0.9982578397212544,0.999128160418483,1.0,0.9973890339425587,0.9973890339425587
agg_Latn,24084,head,432,658,0.9988439306358381,0.9988439306358381,0.9988439306358381,0.9988439306358381,0.9988439306358381,0.9988439306358381,0.9988439306358381,0.9988439306358381,0.9988439306358381,0.9988439306358381
agm_Latn,24380,head,463,692,1.0,1.0,0.9989212513484358,0.9989212513484358,1.0,1.0,1.0,1.0,0.9989212513484358,0.9989212513484358
agn_Latn,17794,mid,723,1089,0.9769021739130435,0.9972260748959778,0.9802317655078392,0.9965349965349966,0.9802317655078392,0.9958448753462604,0.98224043715847,0.9835841313269493,0.9769021739130435,0.9769021739130435
agr_Latn,32209,head,1217,1723,0.9975389663658737,0.9975389663658737,0.9975389663658737,0.9975389663658737,0.9975389663658737,0.9975389663658737,0.9979482970865818,0.9975389663658737,0.9975389663658737,0.9975389663658737
agt_Latn,16997,mid,543,874,0.9908592321755029,0.9963235294117647,0.9926739926739926,0.996316758747698,0.9926739926739926,0.996316758747698,0.9935838680109992,0.9926739926739926,0.9908592321755029,0.9908592321755029
agu_Latn,22058,head,583,853,0.9974293059125964,0.9974293059125964,0.9974293059125964,0.9974293059125964,0.9974293059125964,0.9974293059125964,0.9974293059125964,0.9982847341337907,0.9974293059125964,0.9974293059125964
agw_Latn,39173,head,2068,3222,0.9956626506024097,0.9956626506024097,0.9954205832730779,0.9954205832730779,0.9959006510730648,0.9959006510730648,0.9959026271390696,0.9963829274174102,0.9954227896892316,0.9954227896892316
agx_Cyrl,1958,mid,66,79,0.8198757763975156,0.9285714285714285,0.8516129032258065,0.9343065693430657,0.8048780487804877,0.9014084507042254,0.8918918918918919,0.840764331210191,0.8048780487804877,0.8198757763975156
aha_Latn,15133,mid,948,1453,0.9905857740585774,0.9957761351636747,0.9921424829753798,0.9962982548915917,0.9937040923399789,0.9973558963511369,0.9916230366492147,0.9905857740585774,0.9890339425587468,0.9905857740585774
ahk_Latn,100000,head,9050,13892,1.0,0.9998895149707214,1.0,0.999668618137634,1.0,0.9999447544334567,1.0,1.0,1.0,1.0
aia_Latn,17546,mid,1129,1743,0.9995573262505534,0.9995569339831636,1.0,0.9995569339831636,1.0,0.9995569339831636,0.9991150442477876,0.9995573262505534,0.9995573262505534,0.9995573262505534
aii_Syrc,24440,head,1033,1576,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
aim_Latn,11048,mid,704,1036,0.9943422913719944,0.9971631205673759,0.9950460014154282,0.9971590909090909,0.9957507082152973,0.9957386363636364,0.9964564138908575,0.9936395759717314,0.9936395759717314,0.9943422913719944
ain_Latn,4507,mid,260,332,0.9695817490494296,0.9766536964980544,0.9770114942528735,0.9763779527559054,0.9751434034416826,0.9744597249508841,0.9788867562380038,0.9751434034416826,0.9695817490494296,0.9695817490494296
ajg_Latn,29217,head,1939,2938,0.9596367305751766,0.9596367305751766,0.9477091633466136,0.9477091633466136,0.9620445344129553,0.9620445344129553,0.9601211509338717,0.9606060606060605,0.9584278155706728,0.9572219426270759
aji_Latn,12641,mid,821,1176,0.9975579975579976,0.9975579975579976,0.9981696156192801,0.9907805777504609,0.9981696156192801,0.9975579975579976,0.9975579975579976,0.9975579975579976,0.9975579975579976,0.9975579975579976
ajz_Latn,11064,mid,678,1060,0.991941391941392,0.9948186528497409,0.9926686217008798,0.9880774962742175,0.9926686217008798,0.9925925925925925,0.9948567229977957,0.9955882352941177,0.991941391941392,0.991941391941392
akb_Latn,13505,mid,913,1253,0.9078226208271051,0.9815016322089226,0.9150326797385621,0.9809679173463839,0.9118236472945891,0.9815217391304348,0.9310168625447114,0.9197375063099444,0.9078226208271051,0.9078226208271051
ake_Latn,17791,mid,598,907,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
