lang,n_scoreable,n_self_won,tau,excluded,cause
abi_Latn,2000,2000,52.2776757888794,False,
abq_Cyrl,141,132,-inf,True,low_calibration
abs_Latn,1335,1319,8.744624633789062,False,
abx_Latn,2000,2000,5.729766845703125,False,
abz_Latn,2000,1928,12.673769163597958,False,
aca_Latn,2000,2000,55.69167924986945,False,
acd_Latn,2000,2000,13.416113937505084,False,
ace_Arab,2000,1919,2.6886037044949003,False,
acm_Arab,2000,1642,0.29978282508850096,False,
acn_Latn,2000,2000,22.114926102468676,False,
ade_Latn,2000,1999,63.2776248550415,False,
adj_Latn,2000,1998,18.51173185551961,False,
adl_Latn,2000,1999,62.29782502365112,False,
ady_Cyrl,2000,1968,10.8486430202908,False,
adz_Latn,2000,1995,55.088287353515625,False,
aer_Latn,2000,1999,41.81104901275635,False,
aeu_Latn,2000,2000,52.9659562225342,False,
agn_Latn,2000,1995,4.289930183919278,False,
agt_Latn,2000,1996,12.8136614224116,False,
agx_Cyrl,1958,1936,21.283749946594238,False,
aha_Latn,2000,1996,10.049829608281449,False,
aia_Latn,2000,1999,11.958213732147218,False,
aim_Latn,2000,1988,14.769816871643068,False,
ain_Latn,2000,1966,24.192019344329836,False,
aji_Latn,2000,1991,27.810443158043753,False,
ajz_Latn,2000,1999,25.648204708862306,False,
akb_Latn,2000,1979,4.911389826244777,False,
ake_Latn,2000,2000,36.6355961842431,False,
akp_Latn,2000,1997,15.401223524305555,False,
ald_Latn,2000,2000,63.86537229029338,False,
alj_Latn,2000,2000,16.40149226849874,False,
alp_Latn,2000,1997,8.097334628253517,False,
alq_Latn,2000,1998,1.9677080441792807,False,
aly_Latn,2000,2000,25.383955353207057,False,
amf_Latn,2000,1997,34.18083223554823,False,
amk_Latn,2000,1998,6.699331224229599,False,
amu_Latn,2000,1996,10.133468119303368,False,
amx_Latn,1656,1656,37.295473403930664,False,
ang_Latn,490,467,5.617456581963433,False,
anp_Deva,2000,1383,1.0108743377685547,False,
anv_Latn,2000,1999,11.298345634460457,False,
any_Latn,2000,1996,38.86825741322835,False,
